"","X100105.518417","X7912.518472","X7848.518594","X7855.518447","X100161.518473","X100195.518533","X7870.518457","X100003.518448","X7847.518410","X7861.518583","X100077.518436","X7844.518483","X7879.518469","X7862.518458","X100107.518577","X100173.518499","X100178.518498","X100074.518549","X7906.518589","X100207.518411","X7910.518536","X100171.518431","X100154.518504","X100102.518495","X100015.518484","X100165.518637","X100092.518547","X100191.518602","X100222.518527","X100226.518568","X7908.518449","X100083.518623","X100158.518625","X100212.518635","X100046.518563","X7860.518628","X100190.518464","X7904.518600","X100101.518475","X100217.518532","X100225.518544","X100144.518438","X7899.518560","X100088.518508","X100200.518491","X100203.518476","X100151.518550","X100084.518559","X100001.518462","X7911.518610","X100091.518616","X100058.518558","X100072.518459","X100168.518433","X100156.518612","X100065.518569","X100085.518596","X100150.518562","X100197.518442","X100087.518466","X7909.518566","X100060.518463","X100163.518435","X7858.518581","X7662.518467","X100234.518587","X100205.518470","X100164.518477","X100209.518521","X100052.518548","X100198.518598","X100176.518428","X100184.518455","X100079.518554","X100075.518638","X100192.518621","X100174.518479","X100100.518579","X100187.518520","X100115.518501"
"593352",6,0.44,0.02,6.31,16,0.03,5,0.2,0.06,3,0,0,0,0.07,4,19,2,1,0.52,0,4,0,0,0.02,0.03,23,0.14,5,0.09,0,0.02,0.01,14,0.02,0,0.02,0,0.05,0.45,85,7,0,0.02,5,0,0,1,0.11,0,0.03,0,0,0.51,0,0.07,0,0,0,0.65,0,0,0,0,0.01,0.01,0,0,0,0,0,4.92,0,0,0,0,0,0,0,0,0
"196712",0.32,1,3,0.11,0.04,2,0.05,0.11,0.03,5,0,0.18,0.06,0.4,0,0.71,0,0.01,0.02,0.03,2,1,0.01,0,0,1,0.01,0.01,1,5,1,0,0.01,0,0.06,1,0.23,0.01,1,2,0.01,0.02,0.1,0,1,0.08,0.01,0,2,0.13,0.07,0.01,0,0,0.01,0,1,0.21,2.11,0.06,1,0,0.01,0.1,0.01,7,1,0,0,0.01,2.25,0,0.06,0,0,0,0,0,0,0
"516022",0.02,0.09,0,39,6.48,0.07,0.18,5,21.73,180,2.49,12,128,2,58,0.04,15,0.06,28,0.11,1,0,0.33,0,0,0.03,216,8,0.01,0.02,1,0.82,0.01,27,0,0.01,2.57,0.01,547.93,8,141,0.35,11,2.71,0.64,0.02,0.07,1.41,0,2.2,150,11,69.87,0,0.08,0.23,3,0.77,0,71,0,0,595,0.01,0,1,0.1,0,0,0,6.37,0,0,0,0,0,0,0,0,0
"470150",0,0.01,0,0,0,5,0,0.08,0.01,0.04,10,0.01,0,0.1,0,1,0,0,0.14,0,5,0.05,0,0.04,9,0.08,0.22,0.02,0.03,0.02,0.03,8,0,0,0,0.02,0,0.01,1,0,0,4.78,0,0,6,0,0,0.01,0,0,0.01,0.01,0.01,32,0,0,0.01,0,0,0.19,0,0,0.01,0,0,20,0,0.35,0,0,2.25,0,166,0,0,0,0,0,0,0
"323257",0,0.02,0.05,0,0.01,12,12,0.03,0.02,0.02,0,0,0,0.05,0.01,1,0.02,0.08,1,0,1,70,0,0.06,0,0.03,0.05,0.02,0.02,0.08,0,2,0,0,0.31,0.01,0,0,0,0,0.01,3,0,0,0.01,0,0,0,0,0.01,0.01,0.01,0,2.35,0,0,0,0,0,0.02,0,106.61,0,0,0,0,0.08,0,1.42,0,39.45,3,5,0,0,0,69,0,0.01,887
"470139",255.26,0.07,0.08,0,0.01,2,18,0.7,0,0.95,0.12,0.02,0.11,1,0.01,0.09,0.01,70,0.01,0,0.06,10.75,0,39,12,2,1,0.01,0.03,1.1,2,0,0.03,0,2,3,4,0,27,207.68,7,18,0,11.98,0.3,0.07,9,60,3,15.92,3,409.64,8,147.77,0.17,20,0.04,0.03,4.01,133.96,17,1,0.8,0,0.6,1,2,6,501,30,41,398,0.14,1.15,0,61,653.9,0.11,12.22,9
"174194",0,0.31,199,33,480,0.04,0,0,5.79,0,25,0,0.02,0.01,0.44,0.07,16.21,0.03,0.54,343,1,0.01,0.36,0.07,0.08,10.04,0.06,0.29,61,0.39,0,1.85,508,203,7,759,0.28,21,0,0,0.04,0.21,1.7,0.07,5.15,63,0,0.01,0.45,0.03,1,0.02,0.04,3.49,0,23.49,15,557,67,0.15,0.02,0.03,17,0.01,0.01,0,188,0,0,388,2.25,0,114,0,0,0.03,264.56,0,0,0
"302759",0,0.06,79,0,3,2,0.02,0,0.29,0.02,22,16,29,1,0.07,0,0.01,0,0.01,1,2.3,0,1,8,0.01,0,1,0,0.01,7.05,0.08,0.03,0.58,0.03,0.19,0,0,0.11,0,0,0.07,0,0,0.01,0.09,0.23,0.07,0.05,0,0,0,0,0,0.01,0,0,0,0.04,0.01,0,0.01,0,0,0,2,0,0,0,0,0,2.25,0,0.06,0,0,0,0,0,0,0
"188196",0,0.06,1,0,0.06,0,0,0.01,1,0,0.01,0,0,1,0.01,4,0.02,0,0,0.01,0.29,0,0.03,0,0,2,0.09,0.03,0.04,0.03,0.03,0,1,0.03,1,0.07,0,1,0,0.01,0,0,0.01,1,0.01,1,0,1,0,0,0,0,3,0.04,0,0.01,0,0.06,1,0,0,0,0,0.03,0.04,0,0.03,0,0,0.25,2.25,0,0,0,0,0,0,0,0,0
"541301",10.13,35.83,108.38,1,87,2.57,0,8,26,0.03,2.23,40,158.04,1,9,36,6.01,11,0.19,55,1.89,7,11,0,0,4,2.93,0.12,11.09,17,1.16,0,48,49.27,4,195.83,0,0.02,0.01,40.68,0.13,75,0.75,0.03,33,1,0.04,0.2,24,7.12,0.01,0.07,0.02,32,0.05,0.04,1,30,19,0.01,2,0.01,1,0,1,0.43,76.33,0,0,0.01,2.25,50.58,66,0,0,0,0,0,1,0
"360838",9,0.91,1,1,1,0,0.69,0,0,0,0,0,0.09,0.02,0.05,1,2,26.68,0,0.05,0.02,0,0,0,0.31,2,0.02,0.01,0.04,0.07,0,0,0.18,0,0,1.63,0,0.08,0,0.03,0,0.01,3,1.69,0.1,0,0.01,0,9,1,0,0.01,0.09,0,0.02,0,0,0,0.09,0.01,1,28,0,0.01,0,0,0.03,0.02,0,0,7.84,0.01,0,0,0,1.53,0,0,0,0
"230534",1,0.01,0.74,0.16,1,0.01,0.49,0.05,1,1,0.42,1,0.25,0.02,2,0.03,0.12,0.01,1,0.01,0.05,0,0.19,95,1,0.03,4,0.04,0.01,1,0.17,0.01,0.03,0.07,0.01,0.05,0,0,2,0.01,0,0,0.01,0.03,1,0.07,0.07,0,5,0.02,0.26,0.01,0.03,3,0.92,0.4,0.02,0.04,1,0.02,0.04,0,0.15,0,0.01,0.11,0,0.09,0,0,2.25,0,0.06,0,0,0,0,0,0,0
"183879",73.75,57,12,50.91,7,115.93,0.01,94.78,17,64,69.64,16,19,34,21.7,8,80.89,0.28,31,6,50,50,4,0,6,29,283.68,12,13,11,46,16,19.36,171.66,6.07,284.98,47,3.9,140,31,0.16,0,6,0,219.03,9.09,56,98,28,7.47,55,15,0.7,0.04,3.13,0.35,72,63,0.42,2.13,4,0,209,12,4.98,18.46,33,0.93,0,23.95,2.25,0,0.04,0,0,0,0,0,0,0
"188588",0.08,0.07,0.02,0.03,0,0.01,0.14,1,0,1,0,0,0,0.02,0.08,1,0,0,0,0,0.01,2,0,1,0,0.02,1.24,1,0.01,1,0.01,0.01,0,0.01,0,0.02,0.03,0,3,0.04,1,2,0,0,0.01,0,0.01,0.01,0.01,0.02,0.05,1,0.09,1,3,1,0,0,0,2,0.01,0.02,0.02,0,0.27,1.43,0.02,0,0,0,4.16,0.44,4,0,0,0,0,0,0.07,0
"184163",0,0.05,0.79,0,0.12,0.25,0,4,1.11,0.03,1,0.37,1,1,0,1,3,0,2,0,3,0.05,0.01,0.06,0.01,1.19,2,0.17,0.18,0,1,1,0.04,0,0.93,0.1,0.01,0.09,4.14,0,0.07,0.42,0.06,1,3,0,0.02,1,0,0,4,0,1,0.21,0.01,1,5,3,1,6,0.01,0.07,0.34,5,1,3,0.01,0,0,0.25,2.25,0,0.06,0,0,0,0,0,0,0
"15054",0.14,0.01,0,0,0,0.07,0,1,0,0.01,0,0,0,0,0.02,0,0,0.01,0,0,0,0.02,0,0,0.1,0.01,0.03,1,0,0,0.05,0,0,0.01,3,0,1,0,2,1,0.12,1,0,1,0.01,0,0.01,0,0,0.02,0.03,4,0.46,3,0.03,0.04,0,0,0,0.15,0,1,0,0.01,0,2,1,0,3.71,0.02,15.04,10,0.01,0,0,0.34,0,0,10,2
"206442",0,0,0.11,1,0.07,1,0.02,0.05,0.02,1,0,3,0.02,0.02,18,0,0,0.01,0,23,0.2,3,0.03,0.01,0,0,0,0,0.1,0.39,27,0,0.01,0,0.01,1,0.05,0,0.18,0,0,0.01,0.01,0,21,5,0,0,0.26,0.1,0,0,0,1,0,0,0.02,0.32,0.07,0.03,0,0.03,0,0,0,1,0.02,0,0,0,6.74,0,0.9,0.02,0,0.02,0,7,0,0
"244707",0,1,0,0,0,2,0.08,1,0,1.05,0,0,0,1,1,0,0,0,0,0,0.03,0.55,0,0.01,0,0.01,0,0,0,0.01,0.02,0,0,0,0,0,2,0,0,1,2,3,0,0,0,0,0,0.02,0,0.06,0,2,0.01,0.14,0.02,0,0,0,0,0.03,0,0.82,0.01,0.03,0,0.04,0,0,16.26,0.01,4.41,2,0,1,1.93,0,0,0.03,1,0.02
"186357",0,3,0,0,0,0.01,6,0.03,0,0,0.01,0,0,1,0,0.02,0.01,0,0,0,0,0.04,0,0.09,0,1,0.22,0,0.01,0,0.05,0,0,0,0,3,0,0,1,0,0,0.11,0,0,0,0,0,0.03,2,0,1,0.04,0.02,0,0,0,1,1,0.15,4,0,0,0.24,0.06,0,1,0.01,0,0,0,2.25,0,1,0,0,0,0,0,0,0
"198434",0,0.37,1,5,1,6,0.26,0.05,0.09,0.3,0.02,0.02,0.03,0.31,0.44,1,4.96,0.92,2,3,4.78,0,0.02,0,0,3,1,2,0.07,0.21,2,1,3,0.01,0,0.02,6,0.14,0.08,0.03,1,0,0.01,1,0.29,0.01,0.01,0.03,0,3,0.16,0.1,1.54,0.03,0.11,0.01,0.22,1,0.78,1,0,1.01,0.68,0.01,0.02,0.18,0,0,0,0,7.14,0,0,0,0,0,1,0,0,0
"16076",141,237,2.79,379,295,366,128.11,148,17.21,2,0,5,805,13.01,98,2.63,1.26,731,0.57,419,228,231.11,11.95,0.01,0.1,0.23,0,0.02,40,7,0.05,0.02,1,0,0,31,0,3.13,0.19,33,2.43,228,67,0,53,333.01,35,0,246.62,396,0,4.88,0.03,739.62,1.36,0,0.08,0.21,1.06,0.01,429,0,0,60,0,0.05,0,0,0.32,0,45,457.06,1.15,0,0,0,9.53,0,0.24,0
"303877",0.01,0.21,6.79,0.4,15,1,0.04,0.02,6,0.23,8,0.02,0.06,0.08,0.35,1.14,4,0,5,6,1,1,1.82,0.04,0.07,0.06,0.04,0.26,22,5,0.01,90.96,32.73,1.15,0,71,0,76,0,0.01,0.01,15,3,11,0.04,1.09,0,0,2,0.19,0.17,0.01,7,2.18,0.02,0,0.1,16.66,0.04,0.11,70.65,1.24,3,7,0.02,0,0.09,59,0,0,2.25,6.58,24,0,0,0,0,0,0.63,0
"343934",0.01,1,0.38,1.1,0,4,0.06,4,4,1,0,0.01,0.01,2,0.02,1,0,1,0.1,0,2,0.15,0.01,0,0,12,0.08,0,0.54,2.13,4.25,0,0.01,0.05,1,1,1,0,0.31,0.01,0.58,0.47,2,0,2,0,0.02,0.15,0,1,0.01,4,0.01,0,0.03,0,0,0.06,1.28,2,0,0,0.05,0.2,1,6,1,0,0,0.01,2.25,0,0,0,0,0,0,0,0,0
"305760",0.14,2,1,8,0.14,0.01,3.22,0.09,0.01,0.18,0,0,0.06,0.03,1,11,0.09,66,0,0.04,0.09,5,0.01,10,0,0.36,0.58,0.03,0.03,1,0,0,1,0,1.6,0.09,0,1.06,0,34,193,1,1,3,0.06,0.01,0.05,0.03,115.77,93,0.02,10.54,4,0.13,0.02,8,0,0.01,1,9,15.48,1771.68,0.02,4.14,70.94,0.09,0.06,224,8,43,760.08,4,0.11,53,281,34,1,49,2.27,419
"191476",1,1,0,0.67,0,5,4,3,0.01,3,1,0.13,1,4,0.07,0.01,0,2,0,0.01,0.49,8.83,1,2,6.95,0.04,0.01,1,0,1,1.7,0.28,0,1.49,0,0.01,2,1,3.08,0,0.21,5,0,0,0,0,14,1,0.13,3,0.01,5,5,0.77,9,0.02,0,0,0,0.92,0.04,0,2,0.1,0,4,0.01,0,1.03,1,2.25,2,4,0,0,0,1.01,0,0.01,0
"178146",3,3,1,0.01,0.01,1,0.14,1,0,1,1,0.01,0.02,0.13,0.01,1,0,0.02,0.01,0,0.43,0.23,0.02,0.01,0.51,2,5,0,0.02,1,0.03,1,0.01,0,2,0.06,0,0.02,0.02,0,0,1,0,0.03,0.06,0.01,0.01,0.01,0.01,0.04,0,0.01,0.03,1.79,1.84,0.04,0,0.01,1,0.01,0.09,0,0.01,0.07,0.01,0.01,1,0,0,0.08,2.25,0.24,0.02,0,0,0,0,0,0,0
"469852",0.07,22,0.01,0,0.01,0,0,0.01,0,0,0,0,0.02,0,0,3,0,0.05,0,0.02,0,0.02,0,0,0,0.06,0.04,0.01,2,0.01,0,43,0,0,0.01,0.96,0.02,0.02,0,0.08,0,0,0.01,0,0.22,0.01,3,0.03,0.09,0,0.01,0,0,0.05,0,3,2,0,0.01,0.02,7,0.24,0,3,0.01,0,34,0.02,0,0.05,2.25,0,0,0,0,6,0,0.03,0,0.79
"369164",0.01,56,37,28,28,8,1.74,29,2,1,0.02,1,150.66,41,13,69,49,0.26,142.2,7,89,70.46,146,0,0.01,29,84.04,0.29,426.19,24,14,0,215.38,205,18,13,0.07,3.33,1,1,6,100,4,0.1,542.49,6.44,0.46,2,1.05,12.29,197,4.03,26,49,0.02,0.04,62,122,7.72,0,19.54,0,0.81,21,2,2.24,4.41,0,824,30.76,4.85,95,0.02,1.63,0,0,0,0,0.13,0
"208565",2,5,4,5,0.43,6,3,3.16,2.59,3,10,2,3,9,1.84,1,1,1,1.23,7,9,4,1,1.61,5,9,1,2,1.82,5.08,7,2.68,0.66,0.68,0.31,0.27,2,4,14.51,0,0,0.02,0.27,0.22,0.21,2,4,12.65,0,5,1,5,0.77,0.48,5,5,0.09,0.2,1,0.03,0.11,0.12,0.15,2,0.71,0.4,0.12,2.96,0,0,2.25,0,1,0,0,0,0,0,0,0
"193066",0,6,1,1,0.03,0.23,0.11,1,0.07,1,0.01,0.01,0,0.02,0.03,0.02,0,0.01,0.03,1,4,0.14,0.01,0,0,0.38,0.02,0,0.55,0.02,0,0,0.03,0,0,1,0,0.02,2,0.04,2,0.03,1,0,2,1,1,0,0,0.15,0.01,0.01,0.08,0.08,0,0.12,0,0.22,1,0,0,0,0,0.49,0.01,0.06,0,0,0,0,4.41,0,0,0,0,0,0,0,0,0
"212503",0.01,0.06,0.02,0.19,2.7,0.01,0,6,8,0.17,0.01,2.61,0.27,0.16,1,1,0.14,0,5,1,1,0,13,0,0,0.12,5,6,4,0.01,10,1,3,26.31,0,0.14,0.03,0.02,0.21,0.01,0.02,6.44,0.27,0.17,1.46,5,0,0.12,0,0,5.75,0,6,14,0.01,0.14,10,4,0.01,47,0,0,0.16,0,0.01,2,0.01,0,208,4,2.25,0,0,0.62,0,0.01,3.7,0,0,0
"188379",0.07,0.12,3.69,0.05,1,1,0.04,1,0.42,0.02,0.33,2,0.01,6,1,0.05,2.69,5,1,3,1.36,0.32,0,0.01,0.04,2.35,0.78,4.69,1,0.17,3,2,1,0.01,0.14,1,2,2,1,0,0.5,9.91,1,1,2,5.17,0.08,2,0,0.41,1,0.87,2,1,1,0.16,7.9,1,1,16.76,0.06,1,0.02,0.18,0,6,0.01,0,18.39,0.53,1,2,1.67,0,0,0.07,1,0,0,0
"243150",1,2,2,0.02,6,0,1,0,0.04,0,0.02,0,0,0.01,3,0.01,0.11,2,1,0.01,0.04,0.01,0,0.01,10,0,0,0,0,0.01,0,0.03,0.08,0,0,0,0,0.05,0,0,0,0,0,0,0.03,0,0,0,0,0.01,0.06,0,0,0,0.02,0,2,0.07,0,0.01,0.1,0,0.01,2,0,0,0.01,0.38,0,0,2.25,0,0,0,0,0,0,0,0,0
"72606",1,0,0.45,1,0.01,0.01,0.27,0.01,3,0,2,0,0.01,0.03,0.24,0.15,0,4,0,0.3,0.01,0.02,0.01,1,0.07,3,0.01,0,1,0.1,0.02,1,0.01,1,0,2,0,0.01,0,0.01,0,2,0.45,0,0.02,0.18,0,0,1,0.75,0.01,0.02,0,5.85,0.03,0.05,0.01,0.36,2,2,0.02,0,1,0,0.01,1,0,0,0,0,2.25,0.44,0.05,0,0,0,0,0,0.01,0
"592901",0,0.01,0.06,14.41,1,8.72,5,1.6,2,2,0.2,8.55,1,0.73,1,0.44,1,0,1,1,1,0.87,1,4.52,0,0.16,1,1,1,0.01,1,0.08,1.77,5,0,0.02,3,0,1,1.47,4,1,1.11,3,2,0.04,1,0.02,0,4,2,9.09,4,1,1,0.05,1.86,0.74,0.01,5,0,26.86,1,0.01,0.02,7.3,0.01,0.16,0.02,0.02,11.52,5.22,0.04,1,2,0,0,0.03,0,0.02
"194648",65,95,162.61,44,6,10,31,20,19,36,37,12,237.12,10,109,31,13,35,14,44.54,77,28,3,79.49,7,30,292.47,110.9,170.46,24,31,63.64,2,25,39.07,24,11,33,40,4,158.4,58.32,14,105.53,0.33,18,95,50,2,53,6,65,39,292.47,21,20,1.81,11,13,286.92,111.28,135,47.66,41,2,10,25.55,51,0.11,4,5,13.32,99.02,0,0,35.82,194.79,0,1,0
"188077",0.02,1,0,1,0.01,2,1,1.22,0.19,2,0.04,0.01,0,2,0.13,1,0.05,0.02,1,0.14,2,0.01,0,0.04,0.01,1.86,1.27,1,1,0.03,2,0.32,0,0.12,0,0.14,6,0,0.16,0,0,0,0.08,0,0,0.01,0,0.29,0,0.85,0.06,0,0.01,0,0.02,0,0.53,1,0,2,0,0,2,0.04,0,0.22,0,0,0,0,2.25,0,0,0,0,0,0,0,0,0
"193312",0,2,0.01,4,0.08,10,2,2,1,16,0,0.63,0.76,16,4,1,0.02,0.13,0.02,3,3.55,0.02,1,0.27,0,4,3,0.01,0.14,0.2,19,0,0.24,0.15,0.06,0.01,4,0,1,0,0.19,5.17,1,0.01,0.09,0.01,0.15,1.19,0,5,0.23,1.62,7,0.07,0.07,0.01,0.01,0.08,0.04,0.51,0.02,0,0.02,0.25,0,3,2,0,18.22,0.01,1,1,0,0,0,0,0.39,0,0,0
"183618",0,0.05,2,0,0.05,0.01,0,3,0.01,0,0.04,0,0,0.01,0,4,0.03,0,0,0.02,0.17,0,0,0.01,0,1.08,0.09,0.14,1,0.02,0,0.02,7,0,0,3,0,2,0.01,0,0.01,0.96,0.02,4,2,3.27,0,0.01,0,0,0.02,0,1,1,0,0.02,1,0.17,3,0.01,3.09,0.65,0,0.06,0,0.01,0.01,2,0.08,0.01,3,0.08,2.35,0,0,0,0.99,0,0,0
"547287",9,0.01,0.73,0,0.01,0.25,39,0.02,0.02,0.06,0,0,0,1,0,0.48,0,24,0.02,0,1,0.03,0,6,0.11,43,0,0.02,0.06,0,0.01,0,1,0,0.02,0.09,0,0.01,0,0.22,24,1,0,7,0,0.04,0,0.02,0,0.04,0,0.03,0.99,8.83,3,0.06,0,0,17,0.73,0.31,2,0,0.02,0.01,0.01,0.01,0,1.35,0.48,3,67.43,0.04,1,1.93,0.13,1.84,0.03,0.02,0.02
"312986",2,32,23,17,8.43,22.57,2,136,12,27.45,65,12,426.42,18,76.17,7,3,8.65,13,107.58,2.4,19,7,80,6,126,25,2,3,4,79,5,5.22,20,5,7.39,37,166.16,12,5,95.46,21,9,11,406.1,49.76,5,40,0.52,1,213,79,134,234,217,29,14,47.65,10,197,136.45,397.98,17,2,26.52,180.14,40,62,17.77,23,2.25,71,178.08,0,0,0.01,18.92,0,1,0
"322137",12.92,3,2,1,25.5,6,0.29,1.92,9.4,0.26,1,4,19.35,3,1,1,2,41.77,3,3,2,2,1,3.28,2,3,0.31,0.28,2,1,12,0.76,0.32,0.02,5,90.24,8,0.37,0.09,0.1,0.25,1,4,1.03,44.64,9,24,1,2,5,0.1,1.15,0.06,12,0.17,0,5.75,1,0.2,49.98,1,2,1.28,1.3,0.03,7,1,1.89,0.03,18.12,15.78,1.47,3.57,1,5.93,8.98,0,4,0.02,0.02
"191547",1.88,11,2,0.29,2,0.01,0,1,0.48,0.08,0.09,2,3.12,0.08,0.15,0.29,1.07,1,2,0.4,1,0.3,2,0.02,0,0.15,2,3,0.03,0.18,1,5,7,7,0,0.88,0.02,2.02,1,0.07,0.01,4.28,0.01,2,1.51,1,1,22,0.01,1,7.43,0.33,0.49,37.2,0.01,9.01,1,1,1,2,1,0,1.67,5,0,2,0.03,0,0.05,1.36,1,0.02,0,0,0,0,0.39,0,0,0
"178915",3,4,0.29,7,9,0.28,1,0.39,5,0.28,0.03,1,14,15,35.23,43,28,7,3.92,2,3,0.02,12.72,0.01,0.11,1.77,0.36,5,1,3,11,4,5,7,0,0.82,0.13,7,0.13,0.01,0.01,0,3,2.51,0.11,2,3.1,2.6,0.03,3,0.02,0.07,0.03,0.92,1,0.02,0.06,0.25,0.01,0,2.33,0.27,0.02,2,0.37,0.01,0,4,0,0,2.25,0,0.01,0,0,0,0,0,0,0
"198432",0,0.01,0,1,0.3,0.01,1,0,3,0.02,0,0,0.06,0.05,1,0.15,1,0.03,0.55,0.03,1,0,0.01,0.08,0,3,0.03,0.03,0.01,0.01,0.01,0,1,0.12,0,0.02,0,0.01,0.03,0.01,0.01,0,0.38,0.06,0.01,0,1,0.01,0,2,1,0.05,1,0,0,0,0.02,1,0.09,2,0,0,0.04,0,0,0,0,0,0.59,0,2.25,1,0,0,0,0,0,0,0,0
