"","X082B","X005B","X009B","X053B","X103B","X052B","X037B","X056B","X020B","X100B","X104B","X087B","X001B","X110B","X108B","X107B","X109B","X112B","X035B","X067B","X128B","X045B","X070B","X019B","X014B","X025B","X169B","X040B","X105B","X028B","X144B","X172B","X003B","X038B","X049B","X170B","X026B","X017B","X004B","X072B","X088B","X093B","X126B","X101B","X187B","X509A","X061B","X078B","X041B","X178B","X012B","X140B","X179B","X150B","X147B","X027B","X176B","X013B","X507A","X016B","X089B","X099B","X186B","X068B","X069B","X030B","X503A","X064B","X148B","X505A","X174B","X142B"
"Otu98",126,167,20,64,301.03,24,352,13,0.79,0.01,0.06,1.79,0.03,15.85,103,30.63,208,0,11,165.18,163,0.24,0.33,41,1.84,3.01,1.1,536.93,11.55,0,34,9,0.03,0.02,122,0.72,0,0,583,25.21,0.04,0.14,23,1,0,0,53.74,4.64,0,27.82,0.01,0.01,0,8.3,0,120,2.71,59,2.66,25,21,0.01,16.56,12.93,0,0.01,0,0.68,0,0.01,0.04,0
"Otu197",13,14,0.39,0.8,0.08,1.61,11,1,0.01,0,49,0.02,0,0,8,2,0.38,0,0.01,0.52,5,0.75,0.03,16,0.04,0,0.01,1.36,6,0,0.01,0.16,58,0,0.71,0.01,0,8,1.75,4.83,20.05,1,6.47,0.05,2,5.51,0.06,0.03,0,0.23,0.01,0,0.02,11,0,4,0,0,0,0.37,1.58,0.01,3.86,0.01,0,0.01,0,0,0,0,0,0
"Otu221",7,34,6,10,18,14.49,7,4,51.71,13,16.17,10,20,8,203.88,55.89,5,7,10,7,5,69.54,12,18,3,0.99,6.73,77.48,9,100.23,6,8,5,13.77,9,1,0.41,24,3.63,4,5,3,24.81,19,0.19,2.31,33.5,10,6,0.32,13,5,0,9,0,3,2,0,0,4,0.13,0.4,1.67,12.18,0.01,4.34,0.04,0,0.09,29,0,0
"Otu154",9,0.02,0.01,82,0.01,0,0.01,0.07,0,0.09,0.82,0.09,4,0.06,0,0,0.02,37,0,0.07,0.01,319,0,0,0.02,67,0.1,0.02,0,0.09,0.01,7,11.75,0,0.03,0.08,0,0,0,0,0,0,0,0,0,0.01,0.03,0,0.01,0,0.05,0,0,0,1.47,0.01,0,0,0,0,0,0,1.56,0.6,0,0,0,0,0,0,0,0
"Otu635",5,0.02,0.01,2,0.07,0.01,0.04,0.24,0.06,0.14,0.45,0.08,6.73,1,0.14,0,2,1,1,0.49,0,9,2,0.01,1,0.03,0.19,2,0.07,0.02,1.5,4,3,2,2,0,0.01,0.67,0,0.02,2,0.15,0,1.07,0.01,0.06,4,0.22,1,3,4,0,0.03,0.01,3,0.05,4,0.04,0,0.02,0.01,1,2,0.09,0,0,0,0.01,0,0,0,0.04
"Otu327",1,9,0.06,0.05,0.01,0.05,0.07,0.08,5,0.29,1.5,0,18.35,5,0.02,0.03,0.04,0.23,2,0.19,0,23,2.06,0.12,3,0.01,0,0.01,0.01,0,0,0.28,50,0.26,2,0.03,0,2,2,2,24,1,0,0.03,0.08,1,0.22,14,0.05,0,1,0.03,0,0.78,0.89,0.01,0,0,0,0.31,2,0.1,7.76,0,0.01,0.01,0,0,0,0,0,0
"Otu410",12,1,3,0.44,4.47,3,0.06,5,8,4,10,2,18,2,0.83,0.04,0.59,5,17,3,0.41,9,0.81,0.16,3,0.01,0.02,4,0.1,6,0.01,0.98,5,3,4,3,0,10.14,0.97,142.11,8,1,0,20,2,1,0.21,0.34,3.01,0,7,0.23,3,3,6,1,2,0.1,0,0,0.02,7,1.56,2,0,2,0,0.02,0,0.01,0,0.13
"Otu454",0,0,0,0,0,0,0,0,0,0,0.38,0,0.06,0,0.01,0,0.01,0.02,0,0,0,1,2,1,0,0.08,0.01,0,0.02,0,0,0,1.68,0,0.01,0,4,2,1,0,0.02,0.03,0.01,1,8,0,0,0.01,0.03,0.02,2,0.01,0.03,0,3,0,0,0,0,0,0.01,0.01,2,0,0,0.24,0.01,0,0.02,1,0,0
"Otu638",5,0.52,3,0.01,0.66,0.02,1,3,4,0.13,0.37,1,0.22,1,0.09,3,5.73,0.59,8,0.24,0.12,1,0.02,3,0,0,3,0.04,0.06,0.01,0,0,0.09,0.76,1.61,0.1,0.5,0,0,0.39,0,0.02,0.12,0.04,0.15,6,0.05,0.01,0.01,0.03,0,0,3,0,0.03,0,0,0,0,0,0,0,4.11,0,0,0,0,0,0,0,0,0
"Otu211",4,1,0.27,4,6.51,0.02,4,6,0.01,0.16,1.2,2,33,0.04,74,0.1,12,15.28,0.33,1.93,0.1,7,8,2,11,2.18,7,0.04,1.6,0.01,20.38,0.01,0.2,0,2.75,0.24,10,0.05,0.76,19.98,0.11,4,0.13,0.12,0,0.07,9,0.07,0.03,5.43,0.17,0,0.07,17.79,0.14,0.04,24,0.09,0,1.24,7.47,6,1.56,0.32,0,0.01,2,0.02,0,0.17,0,0.12
"Otu870",0.04,0.07,0.07,0,1,0.01,0,0.01,3,0.11,0,1,0,0,0,0,0.02,0.66,0.02,0,0,0,1,0.01,0,0,0.01,2,0.02,0.12,0,0,0,0,0.14,0.02,0.07,0.02,0,0,0,0,0,0,0,0,0,0,0.16,0,0.01,1,0,0,0,6,0,0.18,0,0,0,0,1.56,0.01,0.48,0,0,2,0,0,0,0
"Otu23",10,18,3,23,34,6,8,14,180.56,37,104,76,142,47,15,13.7,3,37,165.4,78.7,5.38,53,175,10,51.94,34,233.05,21,15,28,65.12,151.78,50,11,39,4,87,84,38,1885.37,40,35,7.49,99,19,7,16,123,28,6.75,17,59,6,137.25,11,205.87,2,75,3.26,47.72,5,171.42,2,3,121,55,17.27,169,60,1,55.71,30
"Otu324",0.42,0.09,0.13,13,0.02,1,0.03,38,0,0,0.24,0.11,0,0,0.36,0.97,0.07,0,0,11,2,0,0,0.05,0,0.4,0.02,92,0.1,0.03,0,0,0,0,0.76,23,0,0,0.12,113,0.13,0.14,0,0,0,0,1.08,0.01,0,0,0,0,0,0,0,7.21,0,0,0,0,0.06,0,1.56,2.08,0,0,0,0,0,0,0,0
"Otu412",3,4,61,0.48,5.38,1.31,1.6,1.32,20,0.07,2,0.01,29.5,1.22,10,0,11,0.19,17.42,2.96,0,5,1.17,0.28,5,3,2,4,0.01,2,0.5,0.22,17,0.01,0.53,0.2,56,5,0.67,0.34,16,0.02,0,0.4,0.01,0.4,0.68,0.02,1,3,0,0.71,0.04,3.93,0.1,0.01,0.04,0,0,0.42,1,0,6.36,0,0,1,0,0,0,0,0,0
"Otu859",0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0.01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0.01,0,0,0.08,0,3,0.01,0,0,0,0.01,0.01,1,0,0,0,0.01,0.01,0.01,1,0.09,0,0.01,4,1,0,1,1,1,1,3,57,8.23,46.05
"Otu22",36,24,6,29,135,0.95,8,525.61,34,57,435.49,73,84,279.74,14,4,19,57,167,24,0.46,83,81,18,95.73,65,5,0.45,25,75,7,18,101,9,7,20,58,620,191,1.64,45,6,5.71,148,104,73,19,30,22,40.45,24,29,14,14,24,8.08,9.57,159,99.2,3,1,315.95,18.65,1.62,128,49,29,82,9,86,37,23
"Otu402",6,3,5.82,1.37,2,2,5,6.64,4,40.41,1.28,2,4,1,0.3,0.11,4,40.96,1.58,6,0.54,6,6,0.95,15,0,16,0.05,3,5,0.04,0,0.19,0.01,2.6,1,5.27,0.14,0.01,0.05,2,0.01,0.01,0,0,0,0.31,0.01,1.05,6,0.01,0.04,0.11,0.01,0.11,0,0.04,0,0,0.02,0,0,3.29,0,0,0,0,0,0,0,0,0
"Otu208",12,0.35,45,5,37,20,0.16,5.15,0.02,0.02,0.08,0.06,0.02,0,0,77,7.45,0.02,0,313,21,0.25,0.36,0,0,0.04,120,3.13,0.22,0,0,0,0,0,0.17,0.05,1.88,0,0,0,0.04,0,0.01,0,0,0,0.04,0.01,0,0.14,0,0,0.29,0,0,0.04,0,0,0,0,0,0,6.85,0.07,0,0,0,0,0,0,0,0
"Otu811",1,0.13,0.03,0,0.01,0,1,0.02,3,0.01,0.04,0.08,0.02,0,0.01,0.01,0,6,0.01,0.01,0.01,1,0.01,0.01,0,0,0,0,0.01,0.07,0.01,0,0.09,0,1,0.01,0,0,0,0,0,0.01,0,0,0.01,1,0,0.02,0.08,0,0.03,0,0,0,0.03,0,0,0,0,0,0,0,1.56,0,0,0,0,0,0,0,0,0
"Otu43",0,0.02,0.01,0.01,0.01,0,0,33,0,0.02,53,0,0.72,0,0.42,0.05,0.03,0.08,0.02,0.02,0.02,402,0,0.21,0,0,0,0.02,0.01,0,0,69,1338,0,0.26,0.01,0,29.57,1.08,405,0.51,13.01,0,1,382,1775,0.28,0.01,0,0,0,0,1.06,0,1.71,0,0,0,0,0.01,0.09,0,1.56,0,0,0.01,0,0,0,0,0,0
"Otu268",20,0.27,0.04,29,0.01,1.3,5,0.17,0,0,0,0.02,0,0,0.01,41,0.02,0,0,0.19,4,0.08,0,0,0,0.12,0.05,225,9,0,0,0,0,0,0.31,0.01,0,0,0,0,0.01,0,0.09,0,0,0,0.03,0.01,0,0.07,0,0,0,0,0,0.68,0,0,0,0,0,0,6.2,1.39,0,0,0,0,0,0,0,0
"Otu745",0.07,0.01,0.01,0.1,0.1,0,0.02,5,0.01,1,2,0.03,1,1,0.29,0.03,1,0,0.13,0.03,0.02,0.04,0,0.03,1,3,0.01,0.01,0,0.02,0,3,0.06,0.23,0.02,1,0.01,0.01,0,0.54,0.02,0,0,0.01,0.01,0.01,0.4,0,0,0.1,0,0,5,0,0,0,0.02,0,0,0,0,0,1.56,0,0,0,0,0,0,0,0,0
"Otu188",618.79,33,15.21,26,3,51,8,16.45,20,32,20,266.97,9.07,106,14,32.72,17,49,144,17,10,5,54,16,55.62,4,18,37,26,70,69.75,37,4,143,10,25,393.63,360.26,39,1.87,20,32,7,26,11,5,20.05,10,48,3,50.04,53,244.69,17,132,77,6,206.07,0.1,18,10,8,11,106.64,73,43.18,14,26,19,62,19,10
"Otu516",3,0.03,0.06,0.02,2,0,0.02,0.53,0.04,2,10,0.26,0.31,2,0.03,0,1,2,0.18,0.04,0,14,0.01,0,0,0.02,1.4,0,0,0.06,2,0.04,6.7,8,0.04,0,2,0.06,0.01,0,0.01,0.16,0,8,0.6,0,0.05,0,0.01,0.1,0.1,0,5,0,3,0,2,0.04,0,0,0,1,1.56,0,0,0.41,0,0.01,0,0,0,0.04
"Otu658",0.07,0.03,0.03,0,0.01,0,0,2,2,0.01,0.02,0.04,0,0,0.02,0.02,0.01,4,6,0.02,0.01,0,0.01,0.01,0,0,0,0.02,0,0.06,0.01,0,0,1,0.08,0.02,0,0,0,0.3,0.04,0.01,0,2.6,0,0,0.04,0,11,3,0.02,0,0.02,0,0.01,0,8,0,0,0.02,0,0,3.06,0,0,0,0,0,0,0,0,0
"Otu242",9,7,1,8,37,5.92,5,4,51.87,29,13,6,47,13,0.83,5,233.51,12,14,17,1,97.64,28,9,14,4,30,2,16.81,13,1.22,12.07,3,10,6,3,92.57,6,1,17,12.17,0.53,4.24,71.52,0.1,0.18,2,9,4,0.05,5,7.14,9.47,0,3,2,0,0.13,0,0.28,0.04,11,4.46,2,0.01,9,0,0.03,0,0.01,0,0.17
"Otu619",0.12,2,0,16,0.02,0.03,0.72,0.1,0.14,0,0.01,0,0.18,0,1,0,0.27,0,20,14,0.01,0,0.25,8,4,0.59,0.01,0.11,0.01,0,5,0,0,0.02,0.02,0.07,0,0.01,1.67,15,71,30,0.03,0.08,0,0.21,3,0.99,0,0.03,0,0,0,19.3,0,0.31,0,0,0,0.18,6.22,0.06,1.56,14,0,0,0,0,0,0,0,0
"Otu129",1,0.03,1,3,0.2,0.01,0,1,0.17,24,2.26,0.05,11,4,0.02,0.02,0.43,0.02,0.04,0.28,0.02,1,1,0,0.03,7.48,0.49,0.1,0.08,29,0,0.13,0.07,18,1,1,80,0.06,0.01,0.19,0,0,0,0,0,0,0.08,0.02,0.04,0,0,1,0.07,0,2.19,0,0,0.11,0,0,0,0,1.56,0.05,0.27,0,0.01,1,0.02,1,0,0
"Otu448",6,0.02,3,0.03,0.36,1,0,2,0.04,2,0.28,0,20,0,0.05,0.03,0.08,0,0.01,1,0.2,2.24,0.05,0,4.27,0,0,3,0.07,0,0,3,0.02,0.01,4,0.01,0,0,1,0.85,1,0.06,0,2,0.01,0,0.18,0.29,0,0,0,0,0,0.01,0,0.06,0,0,0,0,0,0.01,1.56,0,0,2,0,0,0,0,0,0
"Otu430",0.87,3,0.04,10,0.06,1,0.08,0.01,12,22,0,0,0.02,0,0,0,0.08,0,0.39,0.02,0.08,0,0.01,0.02,0,3,15,0.02,0.01,0,0,3,0.01,0.07,0.03,1.27,1.36,0,0,0.01,0,0,0,0,0,0,0.02,0,0.01,0,0,0,0.1,0,0,0.02,0,0,0,0,0,0,1.56,0.12,0,0,0,0,0,0,0,0
"Otu796",0.58,0.07,0.02,0.05,0.06,0,2,0.08,1,1,8,0.01,0.01,9,0.18,0.01,3,0,1.25,2,0.02,0,0.01,5,0,3,0,0,0.01,0,0,0.03,0.07,0.39,0.02,0.08,0.01,1,0,0,0.12,0.01,0.14,0.55,0.01,0,0.11,0,0.01,0.23,1,0,0,0,0,0,1,0,0,0,0,0.01,1.56,0,0,0,0,0,0,0,0,0
"Otu169",3,0.69,37,6,27.7,0.03,0.1,15.42,13,15,9,10,13,30.24,0.45,0.04,14,11.49,48,7.96,0,1,6,1,6,4,8,0.24,0.08,7,2.08,3,12,17,2.55,3,10,74,6.54,17,8,5,0.03,38,38,2,38,13,17.46,0.41,6,1,97,0.31,2.39,0.14,4,0,0,0.33,1,5.38,6.36,1.16,0.01,7,0,0,0,0,0,0
"Otu784",2,0.27,5,1,1,0.02,0.06,49,0.06,0.09,3.66,1,0.01,2,1.68,0.06,14,0.17,1,3,0.06,0.07,0.07,0.16,0,0.04,1.37,0.2,0.01,0.01,0.01,0,0.02,0.05,0.43,0.23,0,7,0,2.42,0.21,0,0,0.02,0.01,0,5.33,0,0,0.54,0.02,0,0,0,0,0,0.1,0,0,0,0,0,1.56,0.02,0,0.01,0,0,0,0,0,0
"Otu46",13,220,37.94,731,8.64,147,127,541,0.01,0,0.58,74,0,0.04,25.79,116,10,0.09,0.38,1,758,0.07,0,41,0,11.79,1.37,264,96.09,1.53,0.01,0,0,0,51,321,0,0,0,50.48,0.28,0,137,0,0,0,27.37,0.22,0,7.44,0.01,0,0,0,0,29.74,0.04,0,0,0,0,0,7.3,17.13,0,0,0,0,0,0,0,0
"Otu704",0,0,0,0,0,0,0,0,0,0.02,1,0,1,0,0,0,0,0.09,0,0.01,0,2,0,0,0.09,0,0,0,0,0,0,0,0.77,0,0,0,0,0.04,0.02,0.02,7,0.22,0,16,0.01,0,0.02,0.01,0,0,0,0,0,0.01,0.05,0.03,0.02,7,0.45,0,0,6,1.56,0,0,3.74,0,6.79,1,0.66,3.36,5.26
"Otu165",5,5.26,8,20.87,12,7,0.29,3,28,9.23,8.29,1.06,1.36,0.04,1.25,17.45,38,12.94,27,16,3,2,63,1.4,0.02,0,0.5,63,24,0.03,3.09,0,0.3,0.24,16,2,0.03,0.4,0,4.75,3,20,0,0.09,0.01,0.17,9,3,31,1,0.01,0,0,0.42,70,7.34,0.32,0,0,15,0.04,0.05,1.69,0.01,0.01,0,0,0,0,0,0,0
"Otu260",0.04,0.04,3,0.04,7,0.08,0.1,0.37,0.02,0.3,1,20,24,10.5,3,0,3,6,0.11,0.05,0,0.37,0.55,0.01,3,0,0.04,3,0.01,6,1,0.05,0.01,0,0.02,0.01,0,0.01,73,0.02,0.1,0,0,0.01,0,0,0.26,0.04,1,1.07,51,0.16,0,48,0,0.01,0.02,0,0,0.22,0.27,0.02,1.56,0,0,0,0,0,0,0,0,0
"Otu634",0,0,0,0.02,0.02,0,0.02,0.02,0,0,0.01,0,0,0.04,0.03,0,1,0,0.02,0.01,0,0,0.01,0,0,0,12,0,0,0,0,4,0.14,0,0,0,3.69,6,0,0,0.08,0,0,0,2,0,0.05,0,0,1,0,0,3,0,0,0,0.01,0,0,0.01,0,0,2.72,0,0,0.01,0,0,0,0,0,0
"Otu427",0.01,0.01,0.04,0.02,1,0,0.02,0.12,0.01,0.65,3,0.01,1,0.02,0.04,0,2,0.32,0.03,0.01,0,2,2,0.01,0.01,0,0.03,0,0.02,0,0.02,0,13.76,0,0.02,0,0.05,61,0.01,0,0.06,0.02,0,3,0.16,0,0.07,0,0.01,0.14,0.02,0.01,0,0,0.05,0,0.2,0,0,0,0,0,1.56,0,0,0.83,0,0,0,0,0,0
"Otu68",0.02,3.9,1,0.71,35,0.05,16,74,0.07,0.12,0.02,2.4,0.01,0.04,69.74,23,30,0.11,0.67,0.36,7.31,0,58,49,0,0,0.26,0.21,68,0,47,0,0,0,434,0.01,0.03,0.33,0.23,124,0.02,0.29,76,0,0,0,79,3.93,0.04,6.78,0,0,0,0,0,0,0.07,0,0,0,0.06,0,5.66,0,10,0,0.09,0,0,0,0,0
"Otu586",0.01,1,0.01,2.96,1,0.02,0.13,1.47,2.23,2,15,0.1,4,0.01,0.03,0,1,0.26,4,1,0,9,0.01,0.02,0.07,0,2,0,0,0.06,0,0.04,1.49,0.49,0,16,0.35,0.27,0,0.01,0.05,0,0,1.23,1,0,0.07,0,0,0.12,0,0,0.61,0,0.14,0,0.01,0,16,0,0,0,491.2,0,0,0,0,0,0,0.01,0,0
"Otu608",2,0.36,4,0.09,15,0.08,0.29,5,0.21,0.04,0.05,0.14,0.01,0.02,3,0.03,7,0.02,9,0.77,0.08,0.1,0.04,0.51,0,0,0.35,3,0.03,0,0.21,0,0,2,2.21,0,0,0,1.06,3,0.01,0.06,3,0.05,0,0,2.06,0,0,1.69,0,0,0.03,0.06,0.01,0.03,0.03,0,0,0.3,1.11,0,1.56,0,0,0,0,0,0,0,0,0
"Otu139",6,3,9,1,17,4,5,191.73,27.9,9,57.44,6,168.69,7,3,1,31,98.34,180.66,6.15,1.67,40,44,9,35,32,5,33,15,9,4,88.67,1,1,14,8,8,12,11,6,59.48,9,4.6,5,33,17,1,2,2,10,2,3,158.43,2,34.28,7,2,133.42,0,21.78,1,5,31.37,13,16,3,39,8,0.02,1.13,0,1
"Otu434",5,0,0.01,0,0,0,0,0.02,0,0.01,0,0,33,0,0.01,0,0.01,0,0,0.01,0,14.55,0,0,7,0,0.01,0,0,0,0,0,0,0,5,0,0,0.02,0,0,0,0,0,0,2,0.01,0,0.03,0,0.04,0,0,31,0,9,0,0,0,0,0,0.02,0,28,0,0,0,0,0,0,0,0,0
