"","X082B","X005B","X009B","X053B","X103B","X052B","X037B","X056B","X020B","X100B","X104B","X087B","X001B","X110B","X108B","X107B","X109B","X112B","X035B","X067B","X128B","X045B","X070B","X019B","X014B","X025B","X169B","X040B","X105B","X028B","X144B","X172B","X003B","X038B","X049B","X170B","X026B","X017B","X004B","X072B","X088B","X093B","X126B","X101B","X187B","X509A","X061B","X078B","X041B","X178B","X012B","X140B","X179B","X150B","X147B","X027B","X176B","X013B","X507A","X016B","X089B","X099B","X186B","X068B","X069B","X030B","X503A","X064B","X148B","X505A","X174B","X142B"
"Otu242",9,7,1.87,8,37,3.72,5,4,17,29,26.85,8.09,47,13,86.43,5,0.58,30.76,0.98,42.39,1,47,28,0.05,21.55,4,30,2,10,13,2,42.81,3,10,6,3,0.09,6,1,17,8,10,57.11,0,0.73,0.03,2,11.18,4,1.67,5,1,0,3,3,2,3.84,1.5,0.02,21.68,1,11,2.81,2,3.33,0.12,11,0.42,0.01,0.16,0.18,0.67
"Otu745",0.06,0,0.06,0.01,0,0,0,0,0.08,1,2,0,1,0.08,0,0,1,0,0,0.01,0,0.9,0.16,0,1,3,0.02,0.07,0,0,0,3,0,0.01,0,1,0,0.01,5,0.01,0,0.01,0.02,0,0.01,0,0.32,0,0,0,0,1,0,0,0,0,0.11,0,0.02,0.01,0.01,0.07,0,0,0,0.57,3,0,0.01,0,0.05,0
"Otu667",5.49,0,5,9,0,1,0.03,0.05,0,0.03,9,0,0.52,0,0,0.01,0.03,0,0,0.03,0.05,34,0.07,0.02,7,14,0,0.02,0,0,0.01,0,0.02,0,0,0,0.01,0.02,0.01,0,0,0.01,0.01,0,0.03,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0.02,0,0,0,0,0,0
"Otu151",18,1,154.53,27.46,27,14,5,8,7,9,21,225.44,5,16,13,69.65,7,42.76,30,7,42.12,0.33,29,6,1,2.68,10,3,5,4,1,59.53,0.02,31,26,72.12,0.06,0.5,30.64,56.51,6,1,2,0,0,1,8,23,3,4,0.38,0.78,0,13,0.05,5,2,0.22,0,0.85,1,0.1,0.05,3,0.45,0.12,0,0,0,0,0,0.08
"Otu405",0,0.12,0.09,0.17,0,15,2,2.34,0,0,0,3.81,0,0.01,30,13,0.1,0,0,4,1,0,0,0.23,0.02,0,0.2,0.13,0.01,0,6,0,0,0,0.83,1.58,0,0,0.05,2,0,0.02,0.63,0,0,0,1,0,0,3,4,0.32,0,0,0,0,0,1.23,0,0,0,0,0,108,0.01,0,0,0,0,0,0,0
"Otu36",19,0.67,0.03,4,146,0.09,0.01,0.37,72.62,30,135,2,25,20,0.02,0,21,224.69,80,0.08,0.05,3,366,5,10.72,17,1.7,1.63,25,1.82,0.07,187,40,64,0.42,3,113,94,0,7,42,1063.47,0.04,654.28,48,60,65.39,12,20,0.06,143,3,92,41,479,426.5,191,503,442.26,65,6.63,377.43,61,174,149.11,174,160,311,561.25,1.01,250,0.66
"Otu55",9,1,1,122,56,11,5.01,9,74,43,14.19,130,1,0.49,31,43.95,0.02,119,0.27,30.72,23,71,255,124.78,0.32,10,3,76,31,0,34.27,0.02,459.72,45,232.55,1.57,381.75,47,2.82,0.07,81,3,17,0.11,2,10,0,1.09,3.68,4,0.37,0.18,0.01,1.11,42,371,7,0.32,0.04,0.03,3.08,3.33,0,0.07,0,0.03,0.01,61,0.03,0.25,0.07,0.1
"Otu64",767,0.24,0,1073,0,1.57,3,0.28,0.01,0.14,0.07,0.49,0,0,0.37,13,0,0,0,0,125,0.03,0.12,0,0,0.23,1590,698,532,0,0,0,0.01,0.14,0.43,2.12,0.05,0,2.73,0,0,1.06,0.34,0,0,0,0,0,0.01,0.03,0,0,0,0,0,0.08,0,0,0,0,0.59,0,0,0,0,0,0,0,0,0,0,0
"Otu35",1.06,194,31,0.73,0.02,17,354,12.7,0,0,0,886,0,0,364,335,0.14,0,0.01,674,59.57,0,0,236.29,0,0,1379.26,37,8.55,0,404,0.01,0,0,382.76,814,0.3,0,0.49,481.78,0,0,160,0,0,0,0,0,2.45,122.95,0.03,0,0,0,0,0,0,0,0,0.34,0.76,0,0,0,0,0,0,0,0,0,0,0.26
"Otu56",0.08,26,0.15,0.35,0.01,0.03,0.17,0.03,0,0,0,470,0,0,678,1.32,0.09,0,0,2.38,8.07,0,0,1.43,0,0,32,32,35.88,0,26,0.01,0,0,16.47,535,0.23,0,0.44,34.64,0,0,8,0,0,0,0,0,3.88,0.53,0.03,0,0,0,0,0,0,0,0,0.27,0.34,0,0,0,0,0,0,0,0,0,0,0.19
"Otu656",1,4.42,10,0.05,0.03,0.15,0.33,1,0,0,0.03,0.03,0.01,9,3,3,2.54,0,0.08,0.06,0,0.01,0.01,1,0,65,0.08,1.71,0,0,0.04,0.11,0,0.26,0.04,2,0,0.02,0.02,0.1,0,0,0.16,0,0,0,2,0.03,0,0.04,0,0,0,0,0,0,0,0,0,1.5,0.01,0,0,0,0,0,0,0,0,0,0,0
"Otu117",4.6,1,94,32,0,834,124.31,10.28,0,0.04,0,5.27,0.01,0,220,12,0.19,0,0.01,37.58,65.02,0,0.01,22,0,0.01,3.58,0.28,1.92,0,0.17,0,0.01,0,1.26,2.95,0.02,0,0,0.05,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0
"Otu262",0.04,0,0.11,3,0,32,0.96,0.01,0,0.01,0,0.01,0,2.85,0.06,19,77,0,0,0.26,0.62,0.01,0.1,36,0,0.01,1.62,0,0,0.03,0.15,0,0,0,0,0.03,0.01,0,0.04,0.03,0,0.01,2.11,0.01,0,0,24,0,0.04,0,0,11,0,0,0,0,0,0,0,0,6,0.03,0,0,0,0,0.03,0,0,0,0,0.12
"Otu462",15,0.05,7,1.95,1,2,0.09,10,0,0.07,2,0.01,35,4,0.02,0.02,0.03,0.06,0.06,0.24,3,21,0.2,0.19,7,2.75,0.01,0.85,0.01,0,0.13,0.02,0,0.5,0.01,0,0,0.01,0.01,0,0,0.01,0.04,0,0.03,0,0.02,0.02,0,0.1,0,0.01,0,0,0,0,0,0,0,0.04,0,0.02,0,0,0,0.02,0,0,0,0,0,0
"Otu38",300.28,45,10,69,78,206.02,77,35,10,25,170.19,125,195,3,19,17,34,14,45,234.63,22,5,14,27,21,154,471.53,67,14.19,32.04,18,34,43,17,19,29,214.81,102,151.06,50,86.53,0.15,1,92,4.68,33,12,25,29,73.21,21.14,2.37,0.09,45,0.02,59,13,17.5,0.53,52,2.88,101,58.24,21,105,9,0.5,0.03,49,4.64,0.07,13.9
"Otu12",1.72,77,365,0,0.02,1405.25,166,677.12,0,0,0.01,916,1.18,0,219,491,0.03,0.26,5.22,91,237.74,0,0.14,3.39,0.57,0,2891.2,263,2223,1250,6.82,15,0,10.76,802.34,851.05,0.3,0.05,16.85,1271,0,1999,949,0,0,0,0.02,0.01,3943,1542,1619.52,0.22,0,2.81,0,2.04,0,0,0,0,2484,0,0,0.06,17.57,0,0,0,0,0,0,378.44
"Otu526",0,0.06,0.17,0,0.01,0,0,0.01,0,0.02,0,0.01,0,0.06,2,0.01,2,0.01,18,0.01,0,0,0,1,0.04,0,0,0.02,0,5,0.01,6,0,0.05,3,0.05,0.01,0,0,0.02,0.02,0,0,2,0.03,0.03,0.06,26,0,0,0,0,0.02,0.02,0,2,0,0.04,0,0.01,0,0.01,0,0.01,0,0,0,0,0,0.03,0,0
"Otu164",1,9,164,2,8,0.35,0.07,2,0,0.03,0.03,0.17,0.06,0,0.73,0.01,0.04,0.11,4,4.28,0.23,0.06,0.01,0.11,109,0.01,0.05,0.11,2,0.69,0.01,0.01,2,0.09,6.61,0.03,1,1.01,0.11,0,0.06,0.58,1,0,0,0.14,0,0,0,17,0.06,0.75,0.04,0,0,0.03,0,0,0,0,0.23,0.04,0,0,0,0.08,0,0,0,0,0,0
"Otu207",53.43,4,8,3,5,2,2,12,34.05,21,6.52,40.91,36,11,1,1,16,15,11,68.41,1,49,18,23.55,183.34,44.9,15.89,16,10,71.01,2,44.63,57,2,38.15,3,3,9,20,1,14,5,59.54,8,35,11,28.14,2,10,6,7,1,24,43.58,35,4,5,201.12,63.11,28.14,2,7,6,0.66,128.52,2,35,20,12,15,62,6.47
"Otu647",0.08,1,1,0,0.03,0,0.01,0.01,0.05,0,0,0,0.04,0.02,0.08,0,1,1,1,0.04,0,0,0,0.01,0.01,0,0,0,1.32,7,0,0.01,0.22,0.01,0.02,0.01,0.01,0.01,0,0,0.22,0.12,0,0,0.03,1,0.02,0,0.06,0.01,0.02,0.07,0,1.98,0.01,6,0,0.01,0,0.57,0,1,4,0.01,0.02,0,0.02,0.01,0,0,0.03,0
"Otu195",0,0,0,0.02,140,0.01,0,0,0,0.01,0.05,10,5,0,0.01,0,0,1.87,0,0,0,0,0.08,0.02,0.32,0,0.02,0.01,0,0.03,6,0.03,0,0,0.05,0,0.04,1.02,4,0.02,0,0.01,0,0,0,0,0.02,0,24,0.02,1,0,0,5,0,0,0,0,0,0,0.03,0,0.02,0,4.41,0,0,0,0,0,0,0.42
"Otu457",1,0.01,0,0,0.1,0.01,0.01,0.01,0,0,0,0,0,0,0,0.02,0,0,0,1,0,0,0,0,0,0.01,0.04,0.01,0.84,0,0,0,0.02,1.73,0,0,0.01,17,0,0.01,0,47,0.1,0,0.01,0,0,0,2.36,0.11,0.02,1,0,19,0.01,0.5,0,0.01,0,3,0,1.7,3,0,0.02,0,0.21,0,0,0,0.03,0
"Otu197",13,3.9,0.02,0.25,7,0.15,11,1,0,0,49,25,1.45,0,8,2,0.86,0.01,0,0.01,5,4,0,16,0,0.62,2.43,11.19,6,0,0.3,0,0.15,0.03,0.69,4.91,1.72,8,0,0.05,0,0.12,0.02,0.03,2,0.01,0,0,4.57,0.17,0.01,0.01,0.01,11,0,4,0,0.05,0.04,0.01,0.08,0.02,0.04,0.01,0,0,0.01,0.04,0.01,0,0,0.04
"Otu67",0,0.15,0.09,0.02,0.03,0.01,7,0,18,0.01,0.03,0.4,3.9,17,10,0.25,4,21,0.19,0,0,4,0.01,0,1,0.45,0,0.42,0,0.65,0.02,61,67,0.49,0.01,3,0.02,265,53,6.08,3,0.03,0.23,0,0.02,0.02,103,6.71,42,0,0.05,0,0,91,0.04,36.37,0,0,0,57,1,0.01,0.09,0.02,1.88,0.01,0,0,0,0,45,0.11
"Otu687",0.21,1,7,0,0.57,0.01,0.02,1,3,4,0.02,0.01,2,0.01,0.31,0,0.02,2,1,0.2,0,0,0.06,0.04,0.44,0.01,0,0.05,0.06,1,0.01,0.01,0.05,0.01,0.06,0.01,3,0.02,1,0,0,0,0,0,0.01,0,0,0,0,0.04,0,0,0.07,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu136",234.93,47,2.13,49,3.97,61.46,33,6,0.01,2.99,2,36,0.02,0,765.32,16,0.46,0,0,1,118,0.11,0.04,12,0.05,0.98,22,1.09,50.99,0.01,42,0.01,0.01,0,6,407,1.16,0.01,0.01,1.16,0,0,96.93,0,0,0,0,0,1.02,130,1.08,0.08,0,0,0,10.25,0,0,0,239,0.04,0,0,0.01,0,0,0,0,0,0,0,0.05
"Otu20",2,0.01,0,0.02,0.09,0.01,0,0.01,0.01,0.2,3.29,411,21,2,0,0,0.67,0.35,0.86,0,0.01,0.07,0.5,39,4.57,0.12,0.27,0.02,0,0.05,0.13,54,152,1,0,0.02,4.57,0.53,0.06,0,0.79,0.01,0,664.48,114,1,2,87,254,0.01,1.55,0.03,0.65,0.57,903,0,0,327,16.76,0.03,0.16,0,19.53,0.07,445,0.12,359,62.01,570,135,327,70.34
"Otu792",0.01,0,1,0,0.09,0.02,1,0,0,0.04,0.36,1,1,1,0.04,1,1,0.02,0.13,0,0,3,1,0.01,0.05,3,0.15,0,0,0,0.01,0.01,2,0.02,0,0.04,3,0.61,0,0,0.03,0,0,0.02,1,0.02,0.27,0.03,0.1,0,0,0.03,0.51,0,0,0,0,0.04,0.03,0.02,0,1,0.01,0,0,0,0.01,0.13,0.01,0,0,0.01
"Otu630",0.01,1,0.39,0,0,0,0,0,0,0,0.01,0,0,0.01,0.02,0,2,0,0,0.01,0,0.03,0,1,35,0.01,0,0,0.05,0.01,0,0,3,0,0,0.04,0.01,1,0.02,0,0.01,0.02,0,1,0.02,0.01,0.04,0,0,0,0,0.01,0.05,0,0.07,0,0,2,0,0,0,0.03,0,0,0,0.04,0,0,0.03,0.02,0.01,0
"Otu537",0.06,0.07,32,0.05,0,0.01,7,0.01,0,0,0.01,1,0.02,0,0.04,0.05,0.01,0,0.07,0.01,0.02,0.02,0,0.01,34,0,5,0.04,0.03,3,0.02,0,0,0,0.01,1,0.01,0,0.02,0.01,0,0.03,0.08,0,0,0,0,3,0.15,0,0,0.01,0,0,0,0,0,0,0,0.01,0.01,0.03,0,0,0,0.04,0,0,0,0,0,0.01
"Otu446",7,1,5.04,4,0.07,3,2,8.44,0.12,23,0,0.31,0.06,11,1.6,3.46,21,1,5.44,2,7,0.01,0.23,4,0.01,0.33,0.01,0.03,0.34,12,3,0.03,0.07,0.52,3,7.49,4,0.04,0,2,0,0.01,0.31,0.01,0.01,0.08,5.64,0.03,0.02,0.16,0.02,0,0.08,0,0,0,6,0,0,0.06,1,0,0,0.01,0,0.01,0,0,0,0,0,0.03
"Otu430",0.05,0,0.01,10,0,1,0,0.01,12,22,0,0,0,0.04,0,0.04,0,0,0.01,0.01,0.05,0.01,0.08,0.03,0,3,0,0,0.02,0,0.01,3,0.01,1,0,0,0.01,0.02,0,0,0,1,0.15,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu923",0.01,0,0,1,1.2,0.02,0.01,0,0.03,3.56,0.03,0.04,3,0,0.23,1,0,12,0,0,0,0.01,2,0,0.09,0.03,0.03,0,0.02,0.01,0.01,0.01,0.16,0.04,2,0,0.01,0.06,0,0,1,1,0.06,0,0,0,0,7,1,0,6,0,0,3,0.03,2,0,0,0,0.01,0.02,0.02,0.02,0.01,1.15,0,0,0,0,0,0,0.01
"Otu466",2,4,3,0,0.03,0.42,1,3.61,0,2,0.5,0.01,1,0,4.61,1,0,0.01,0,34,0.01,21,0.04,0,3,0,0.06,0.02,3,0.01,0.02,0,0,0.02,3,0.21,0,0,0.03,0.01,4,0.34,0.01,0,0.03,0,0,24,0,3,0.03,0.12,0,0,0.05,0.63,0.31,0,0,0,0.05,0.01,0,0,0,0.01,0,0,0,0,0,0
"Otu32",129,42,1074,17,9,5,6,71,19,284.4,13.79,0.04,10,64,835.24,1,234,26,14,634.1,1.59,0.24,35.11,18,13.09,20,54.65,10,7,7,10.75,18,549,24,13,5,4.57,41,15,0.05,33.24,1.62,4.41,0.01,0,11,37,8,0.01,23,0.07,24,0,0.03,0,13.46,0,0,0,6,0.62,0.04,0,0.01,0,0.01,0.04,0,0,0,0,0
"Otu161",1,40.26,13,6,24,6.09,0.24,26,32,4,0.02,1,6.66,27,8,0.02,5,3.16,68.87,4,0.01,0,0.17,1,0.02,1.69,0.39,2,0,105,2,3,1,7,6.95,5,4,81,1.23,5,5,0.21,0.05,0.63,0.03,11,3,19,1,128.8,6,0,12,0.7,0.43,29.12,2,0,0,3,4.92,1,0.28,0.37,58.31,0.01,0,1,2,0.01,0.09,12
"Otu348",0.3,0,0.02,0.04,11,0,3,0,5,8,21,0,2,2,0.02,1,1.01,0.16,1.57,0,0,2.04,0.26,0,5,8.9,0.97,14,1.26,0,0,12,11,6,0,0.05,0.22,15,3,0.05,1.31,71,0.44,0.07,15,52,4,1,9.27,0.07,0.02,19.06,0.02,33,0.01,0,0.43,24.51,1.48,2.69,0,2.37,7,1,0.04,0.55,37,0.08,0.54,0,45,0
"Otu111",0.55,18,0.01,1,163,0.02,0,0.01,0.01,29,0.03,0.02,5,0,0.84,0.02,0,0.55,0.01,0.19,1,0.02,0.33,0,0.11,0.78,0,0,111,0,0.01,0,0.07,0,17,0.04,9,113,0,0,0,0.5,0,0,0.01,0,0,0,0,0,0,0,0.12,0.01,0,0.03,0.33,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0
"Otu9",303,32,8,28,50,19,662.17,1,64.91,74,750.95,9,106,472.6,40,790.34,35,485.28,95,44,59,741.61,503,16,64,8.07,148,78,13,35,609.44,16,180,91,577.4,1,161,279.4,48,788.56,96,221,901.14,1413.12,100,33,36,8,12,71.31,0.22,34,35,30.79,1063,120,148,259,623,21,14,360,256.99,256,44.57,79,1043.99,1315,625,81.49,1342,272.35
"Otu489",0.03,3,2,0.05,0.14,2,0.05,14,0,0,0,0.02,0,0,1,0.66,0.07,0,0,12,0.04,0,0.01,3,0,7,0,0.22,0.09,0,0.82,0,0.04,0,0.06,0.99,0.01,12,0,1,0,0,0.01,0,0,0,0,0,0,4.26,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0
"Otu131",49,1,0.04,24,1,0.11,0,0.48,22.62,0.35,0.16,0,3,0.38,0.03,0.1,0,120,0,9,0.02,0.07,97,0,0.09,0.22,0.49,0.04,0.9,0,0.01,0.22,14,662,0.02,2,0.02,0.31,0,0.05,0.41,24,1.9,0.01,0,0.03,0,0.01,0.01,0.05,0,3,0,0,0,0,0,0,0,0.02,0.02,0.04,0,0,0,0,0.02,0,0,0,0,0
"Otu78",2,41.51,654.02,0.57,71.36,20.57,10,40,6.56,2,38,6,21,3,16,9,4,0.41,0.35,42,1,16,16,0.2,3190,30,19,155.47,3,2,9,10.82,0,9,9,24.21,0.03,0.11,0.22,7,0.09,5,54.85,0.1,73.37,0,55.26,19,1,3,26.51,5,0,8.82,0.01,396,0.94,0.01,70,3,90,1,0.85,5.52,21,71,237,0.01,5,0.01,2.39,313.09
"Otu355",0,0.01,0.21,0.03,1,0,0,2,0,0.01,0.04,0.01,0.04,0.18,1,0,25,0.01,3,0.05,0,39,0.01,0.02,0.17,3,0.02,0.07,0,0.03,0.01,0.02,16,0.02,0.01,0.01,0.2,3,0,0.01,0.14,0,0,19,4,0.22,0.19,0,0,0.05,0,1,24,0,0,0,0.01,2.86,0.95,0,0,0.02,0,0,0,0.05,7,0.2,0.08,0.08,0.07,0
"Otu666",15,3.54,9,0.6,0,1,26,4.11,0,0,0,0.24,0,0,2,2,0.04,0,0,2,0.09,0,5,3,0,0,4,0.9,0.03,0,0.06,0,0,0.04,0.06,12.06,0,0,0,0.04,0,0,0.15,0,0,0,0,1,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu15",657.6,1,3,3,92,0.5,11.63,8,8,220,75,7.59,107.24,54,51,1.06,24,0.66,4.05,71,0.22,11,0.45,0.02,2.86,13,71,136,2.9,0.07,9.65,88,23.49,1.43,5,12.65,3.3,152,140,33,0,0.04,0.01,841.12,681,0.25,13,22,3,104,151,123,1.61,58,29.93,23,6,1696,64,65,0.05,0.97,152.97,21,806,15,47,0.42,347,0.01,141,2.03
"Otu330",3,0,0.11,0.01,0.08,0,0,0.01,6,0.03,79,0.03,4,0.04,0,0.01,12,0.13,0,0,0,1.63,0.37,0,10,8,0,0.09,0.76,0.04,0,0.01,0,1.52,0,0,0,0.16,0.01,0,0,12,0.05,0,0.01,0,0.17,0,2,0.01,0.18,0.18,0,4.96,0.01,0,0,0.01,0,0.05,0.02,2.37,6,0,0.79,0.02,0.02,0,0,0,0.03,0
"Otu339",0.47,0.02,0.32,49,0,19,62,0.04,0,0.04,0,18.36,0,0,0.04,10.6,0.02,0,0,1,197,0.03,0.04,3,0,0.13,12,0,4.32,0,14,0,0.01,0,0.05,9.11,0.02,0,0,0.03,0,0,3,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0
"Otu688",0.11,5,0.01,0,0.2,0,0,0.01,6.14,0,0,0.02,0.1,23,16,0.07,0.1,9,1,0.03,0,0,1,0.02,0.06,0.01,0.01,0.04,1,0.02,0,3.35,0.09,26,1.51,0.15,0.01,0.03,0,0.05,0.03,9.37,0,1,0.16,0,0.02,1,0.42,0.01,0.01,0.01,0.01,3,0.01,0.02,0,0.16,0.01,4.45,0.03,0.14,2,0,0.02,0,1,0,0.01,0.02,0.24,0
"Otu679",0,0,0,0,0.01,0,0,0,0.58,0,0,1,0.06,6,0,0,0.02,11,1,0,0,0,0,0.06,0,0.01,0.03,0,0,0.02,0.02,1.07,0.09,2,0,0,0.07,0,0,0,3,0.09,0,0,0,0,0.02,0.24,0.1,0,4,0,0,0,0.04,0.03,0,0,0,0.05,0,0,0,0,0.01,0,0,0,0,0,0,0.06
"Otu790",1,0,0,1,4,0.01,0,0.01,0.09,0.08,0,0,0.07,1,0,0,0,2,0.03,0,0,0,0.01,0,0,0.02,0,0.01,0.11,0,0,0.01,0.45,0.13,0,0,0.02,0.07,0,0,1,0.07,0,0,0.01,1,0.01,0.05,0.05,0.01,0.01,0.01,0,0.06,0.11,0.03,0,0.01,0,1.02,0,0.14,2,0,0.01,0,0.02,0,0,0,0.02,0
"Otu612",0.33,0,0.23,4,0.04,0.01,0,0.01,0,0.64,4,0,9,0,0,0,0.17,0.23,1,0,0,6,0.76,0.01,5,0.61,0,0.02,0.02,5,0,0.01,1,0.12,0,0.01,0.17,0.07,0.01,1,0.06,1,0.02,0.17,1,0.1,0,0,0.12,0,0.02,0.3,0.01,5,0.02,0.01,0,0.08,3,0,0,2,2.08,0.01,0.04,1,4,1,1,0.01,1.03,0
"Otu200",18,0,0.06,0.01,0,0,0,0.01,0.04,0,27,0,0.83,0,0,0,0.21,1,12,0,0,8,0.01,0.02,18,0.02,0.03,1,0,0.25,0,0.01,0.3,0.3,0,0,0.05,0,0.53,0,0.06,0.09,0,0,3.38,2,0,0,0,0.01,2,0.01,0,0,0,0,3,0.01,367,0,0,0.02,0,0,0.01,10,16,0,0.39,0,0.08,0
"Otu282",7,0.28,5,8.3,1,1,34,0.21,0.03,0.07,7.07,0.57,6,0.39,0.08,1,1,4,0.02,0.37,27,6,13,0.07,1.69,0.09,6.05,0.06,0.21,0.01,0.09,0,2.08,0.03,0.01,2,0.02,0.01,0.02,0.1,0,0.01,23,9,242,0.02,4,0,0.02,0,0,0.03,1.26,0,0,0,3,4.35,3,0.02,1,0,0,0,0,0.02,0.14,0.27,0.07,0.06,0,0.03
"Otu152",22,3.94,195,1,8.48,7,4.17,83.89,8,2,34,4,6,42.14,1,0.49,12,8,3,3,2.73,196,57,30.88,57,56,2,10,0.04,16,8,0.34,65,0.96,8,0.08,32,52.06,4,0.44,1.23,0.03,0.06,2.46,3,15.35,5,0,6,3.66,0.14,1,2,0.1,0,0,1,0.06,0.1,0,0.03,0.19,0,0,0.28,3.51,0.14,0.12,0.02,0,0,0.04
