"","082B","005B","009B","053B","103B","052B","037B","056B","020B","100B","104B","087B","001B","110B","108B","107B","109B","112B","035B","067B","128B","045B","070B","019B","014B","025B","169B","040B","105B","028B","144B","172B","003B","038B","049B","170B","026B","017B","004B","072B","088B","093B","126B","101B","187B","509A","061B","078B","041B","178B","012B","140B","179B","150B","147B","027B","176B","013B","507A","016B","089B","099B","186B","068B","069B","030B","503A","064B","148B","505A","174B","142B"
"Otu23",10,18,3,23,34,6,0,14,21,37,104,76,142,47,15,0,0,37,0,82,6,53,0,10,48,0,14,21,0,28,5,0,50,0,0,4,87,0,38,43,40,35,0,99,19,7,16,123,0,0,17,59,6,3,0,27,2,75,10,17,5,92,2,0,121,0,0,169,60,1,0,30
"Otu365",0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
"Otu658",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,6,0,0,0,1,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu95",6,31,10,18,22,25,14,0,19,35,32,0,0,12,0,16,28,19,0,11,0,4,0,67,0,0,0,0,14,44,20,27,21,11,12,18,29,37,13,28,9,16,3,31,0,24,6,22,33,11,0,0,0,0,40,94,24,0,0,0,22,0,0,0,0,29,0,51,14,0,0,0
"Otu4",1342,1514,0,4349,1186,4024,5124,0,0,0,21,0,0,0,4071,5919,4354,5,0,3629,4383,0,0,5748,0,0,420,0,2119,3627,0,0,0,0,3108,0,0,0,0,0,4390,0,5962,10,0,0,8708,4986,2855,5154,0,0,0,0,0,4644,6,0,0,6568,7372,0,5994,7326,0,6556,0,0,0,0,0,0
"Otu232",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,0,0,1,0,27,0,0,0,0,0,0,0,0,0,0,12,0,2,0,0,0,0,18,2,0,0,4,58,5,0,0,9,0
"Otu939",1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"Otu657",0,9,6,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,2,0,0,5,0,0,0,5,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu208",0,12,45,5,37,20,0,253,0,0,0,0,0,0,0,0,0,0,0,313,0,0,0,0,0,0,120,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu259",1,0,0,0,0,0,2,0,12,0,1,0,4,2,1,0,0,0,0,0,0,0,0,0,1,72,4,5,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
