"","082B","005B","009B","053B","103B","052B","037B","056B","020B","100B","104B","087B","001B","110B","108B","107B","109B","112B","035B","067B","128B","045B","070B","019B","014B","025B","169B","040B","105B","028B","144B","172B","003B","038B","049B","170B","026B","017B","004B","072B","088B","093B","126B","101B","187B","509A","061B","078B","041B","178B","012B","140B","179B","150B","147B","027B","176B","013B","507A","016B","089B","099B","186B","068B","069B","030B","503A","064B","148B","505A","174B","142B"
"Otu186",0,2,1,12,0,5,1,0,0,4,1,1,0,6,1,0,0,13,44,13,0,0,8,0,0,0,13,3,6,9,8,0,0,10,5,0,13,2,0,0,1,0,0,0,18,0,1,0,45,15,0,0,3,18,3,2,13,0,0,0,0,0,0,3,0,0,0,0,0,0,0,43
"Otu366",0,0,0,0,0,0,2,0,0,0,15,2,0,0,0,0,0,0,5,0,0,1,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,4,10,0,1,0,0,57,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,7,0,0
"Otu254",22,22,44,12,15,5,4,16,39,13,0,0,29,0,19,1,6,0,16,0,1,0,0,3,20,0,5,0,0,0,0,0,0,8,0,3,0,8,0,11,18,0,5,0,0,0,8,3,2,13,0,1,0,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu948",0,0,0,3,0,0,0,0,0,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,1,0,0
"Otu189",0,15,0,1,0,2,0,44,0,0,0,2,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu446",0,1,10,4,0,3,0,4,0,0,0,0,0,11,0,0,0,1,0,2,7,0,0,4,0,0,0,0,3,12,3,0,0,0,3,0,4,0,0,2,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Otu252",0,0,0,0,16,11,94,0,0,252,0,0,65,0,0,1,0,0,0,24,0,0,0,122,0,27,11,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"Otu630",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,35,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu40",36,39,0,31,105,18,22,0,0,54,24,35,12,0,21,69,22,163,296,44,12,7,63,132,0,20,0,91,266,155,33,44,21,2,22,72,0,0,20,3,47,55,12,0,20,0,32,5,45,6,218,37,5,184,81,0,32,0,0,29,23,14,6,0,8,0,0,10,265,42,12,5
"Otu581",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
"Otu11",18,1,78,55,0,8,11,94,0,0,40,74,0,132,120,24,27,567,112,26,1,193,0,53,43,4,76,7,0,14,16,0,79,0,12,144,100,77,0,10,31,1,0,75,21,0,0,115,133,0,543,0,6,36,145,129,56,637,0,0,0,27,23,0,0,0,24,0,0,13,103,48
"Otu746",33,0,2,53,0,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
