"","082B","005B","009B","053B","103B","052B","037B","056B","020B","100B","104B","087B","001B","110B","108B","107B","109B","112B","035B","067B","128B","045B","070B","019B","014B","025B","169B","040B","105B","028B","144B","172B","003B","038B","049B","170B","026B","017B","004B","072B","088B","093B","126B","101B","187B","509A","061B","078B","041B","178B","012B","140B","179B","150B","147B","027B","176B","013B","507A","016B","089B","099B","186B","068B","069B","030B","503A","064B","148B","505A","174B","142B"
"Otu790",1,0,0,1,4,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"Otu938",0,0,0,1,3,0,0,0,0,18,1,5,0,4,0,0,0,7,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"Otu78",0,17,0,0,0,0,10,40,0,2,38,6,0,3,16,9,4,4,3,42,1,16,16,0,3190,0,19,14,3,2,9,0,25,9,9,4,0,0,0,0,0,5,0,9,0,0,0,0,0,3,0,5,0,0,0,396,0,2,70,3,0,0,0,4,21,71,237,0,0,0,0,0
"Otu99",13,157,0,0,0,0,0,0,0,0,0,0,223,25,51,0,66,0,0,5,0,0,0,0,0,588,42,0,0,0,24,0,0,0,0,0,560,0,0,0,0,2,0,0,0,32,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu244",59,0,0,0,2,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
"Otu118",195,66,0,8,50,9,34,48,116,0,67,24,0,31,17,0,71,14,13,33,46,1,43,0,0,0,19,73,15,186,43,72,100,18,31,9,76,118,0,23,97,0,11,0,57,0,14,14,0,0,0,0,91,71,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0
"Otu223",0,0,18,0,0,0,0,2,4,0,22,0,1,4,3,0,7,0,2,3,0,0,71,5,13,0,0,3,0,0,4,0,0,0,0,0,2,35,16,0,2,0,0,81,2,22,0,0,1,0,0,3,0,12,0,0,0,0,0,4,0,18,0,5,0,0,0,0,0,1,0,0
"Otu12",0,0,365,138,285,346,166,0,0,0,0,916,0,0,219,491,0,0,0,0,0,0,0,0,0,0,0,0,2223,1250,0,15,0,0,0,1586,0,0,0,1271,0,1999,0,0,0,0,0,0,3943,1542,0,0,0,0,0,0,0,0,0,0,2484,0,0,0,0,0,0,0,0,0,0,0
"Otu64",0,0,0,1073,0,283,3,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,1590,698,532,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu141",0,3,0,0,23,0,0,0,0,63,0,0,0,47,15,0,44,0,0,6,0,0,0,0,1,4,0,7,0,0,11,0,0,0,0,2,0,0,0,24,1,0,0,1,0,20,44,4,0,16,0,0,10,0,0,0,7,19,0,0,8,13,67,0,0,0,0,0,0,0,0,0
