"","X082B","X005B","X009B","X053B","X103B","X052B","X037B","X056B","X020B","X100B","X104B","X087B","X001B","X110B","X108B","X107B","X109B","X112B","X035B","X067B","X128B","X045B","X070B","X019B","X014B","X025B","X169B","X040B","X105B","X028B","X144B","X172B","X003B","X038B","X049B","X170B","X026B","X017B","X004B","X072B","X088B","X093B","X126B","X101B","X187B","X509A","X061B","X078B","X041B","X178B","X012B","X140B","X179B","X150B","X147B","X027B","X176B","X013B","X507A","X016B","X089B","X099B","X186B","X068B","X069B","X030B","X503A","X064B","X148B","X505A","X174B","X142B"
"Otu51",3.61,0,1,5,54.39,0.25,0.01,7,47.1,139,118,6.17,21,36,17.31,0.13,92,3,301.67,2,3,55,69,0.2,35.29,18,0.74,25,4.99,113.91,0.35,132,9,15,1.5,0.01,453,150,0.52,0,3.16,0.03,0.01,6.58,93,25,17.32,0.55,0,18,37,3,308,50.21,902.74,6,2.35,2,626.63,17,0.25,37.93,8,18.75,0,0.05,0.17,52,0.13,0.16,191,3.88
"Otu472",14.23,5,0.35,3,2,0.63,0.02,1,10,1.91,2,1,5,1,0.53,0.03,0.75,1,1,0.6,0.04,1.06,4.9,0.16,0.16,19.26,2,0.01,0.02,0.13,0.03,8.67,1,3,1,0.02,12,3,12,0.01,1,0.03,0.02,1,0.05,2.25,0.05,3,0.02,0.06,0,0.02,0.91,0,0.12,1,1,0.01,0,3,0.1,0,0.02,8.74,0,0.59,0,0,0,0,0.01,6.58
"Otu412",0.03,0.02,61,0,0.11,0.06,0,5,20,0.03,2,0.01,0.46,7.63,10,0.01,11,1.81,1,0.12,0.02,5,33.37,0.04,0.21,3,0.07,4,0.04,2,0.01,0.18,17,23,0.01,0.02,56,5,0,8.58,16,0.08,0,0.04,0.05,1,1,2.46,0.21,0.48,0.05,0.01,0.58,0.03,0.22,0.02,0.01,0.02,0,0.01,1,0.08,0.02,0.4,0,1,0.2,0,0,0,0.01,23.08
"Otu542",0,0,0.01,0.07,1,0,0,0,9,0.01,0.14,0.02,0,0.02,0.01,0,0.06,2,0,0,0.03,1.12,0,0,1,0.1,0,0,0.01,0.01,0,0.01,1.9,0.36,0.03,0,1,0.76,0.04,0.01,0.01,1,0,4,1,2,0.01,0,0.02,0,4.73,0.47,5,0,2,1,0.64,2,0,6,0.14,1,0.37,5.38,0.19,0.76,0.1,2,0.17,1,0.38,3.88
"Otu390",0.07,17,0.01,0,4,0.06,0.02,0.06,0,7,0.01,0,0,0.03,0.15,0.02,0,0,0.03,0.05,0.01,0,0,0.1,0,0.01,0.03,0.03,6,0.01,0,0,0,0.17,0.04,0.01,1,13,0.01,0,0.06,0.01,0.06,0.07,0,0.03,0.07,1,0.03,0,0,0.33,0,0,0.02,0.02,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,6
"Otu585",3,0.4,0.24,4,7,1,2,0.65,2,1,0.22,2,7,6,0.09,5,4,2,0.49,2.31,1,4.41,0.01,2,0.11,1.52,20.06,1,1,0.61,4.4,5.12,3,2,2,14.73,0.52,0.01,0.05,0.17,0.03,1,0.54,0.02,15.69,0,2,0.17,0.3,0.55,0.02,1,6,0.01,0.02,1,0,0,5.6,1.69,3.33,0,0,0.4,1,0,0.01,0.16,0.05,0.01,0.09,3.88
"Otu443",6.42,59,0.02,1.13,2.93,4,34,0.09,0,0,0.02,102,0,0.02,31,2.72,1.74,0,0,14,148.35,0,0,3,0.07,0.01,8.46,1,0.07,0.31,30,0.65,0,0,0.22,100.33,0,0,0,4.53,0.06,0,17,0,0,0,0.03,0.04,0.03,0,0,0,0,0.01,0,0,0,0,0,13,0.12,0,0,15,0,0,0,0,0,0,0,159.12
"Otu387",0.01,0.95,37,0.15,13,9,0.46,1,0.39,0,1.29,2.22,0.41,0.22,0.05,15.08,0.02,0,21,1,0.85,0,0.12,0.04,22,2,102,0.06,0.02,0.02,0.02,7,1.14,0,0.03,1,0.03,0,0.05,0.01,0.02,0,1,0,0,0,0,0,0,0.12,0,0,0,0.01,0,0,0,0,0,0.1,0.22,0,0,0.56,0,0,0,0,0,0,0,3.88
"Otu526",0,0.11,0.2,0,0,0,0.01,0.1,0.13,0,0.01,0,0.09,0.16,2,0,2,0,18,0.03,0.02,0.01,0.05,1,1.19,0.01,0,0,0,5,0.02,6,2,0.02,0.01,0.02,3,0,0,4.25,0.01,0.02,0.04,2,0,0.04,0.24,0.02,0.53,0.06,0,0,0,0,0.01,2,0,0.01,0,0.01,1.15,0,0.01,0.4,0,0.04,0,0,0,0,0,3.88
"Otu629",0,0,0.06,0.03,1,0.02,0,0,2,0,5,0.03,0.12,0.15,0,0,0.02,2,3,0.01,0,0.07,0.09,0,0,5,5,0,0,0,0,0.01,0.06,0.01,0,0,0.26,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0.02,0,0,0,0.52,0,0,10,0,0,0,0,0.4,0,0,0,0,0,0,0.06,3.88
"Otu16",0.04,0.01,7.32,2,6.94,0.02,0,0.22,14,47,461,2.4,8.13,23,1,0,125,55,1,0.11,0.01,52,41,0.01,33,15.36,0,0.16,1.44,3,0.01,2,68,12.09,0.03,0,33,63.27,0.28,48,50.57,46,0,4.89,165,64,13,1.99,11,17,54,3,349.12,135,516.24,1633.44,209,93,12.85,0,1,135,0.69,0.4,0,0.14,0.22,69,16,50.82,89,23.08
"Otu277",0.18,0.04,1,0.03,11,0.71,0,1,0.02,0,0.02,3,36,0.06,0.3,0.06,1,0,0.01,0.32,0.02,0.02,0.08,0.02,2,0.73,2,1,0.24,4,5,4.06,0.02,0,0.08,0.11,0.09,0,76,0.11,0.23,0.01,0,0.01,0.02,0,3,0.02,3,18,0,0,0,30,0,0,0,0,0,0.01,0.02,0,0,0.4,0,0.07,0,0,0,0,0,3.88
"Otu422",0.01,1,15,0.01,0.01,0.64,0.02,17,0,0,0.01,0.01,1,0.02,0.79,7,0.01,0,0.04,0.78,0,0,0.01,0.21,0.72,3.05,0.04,0.02,0.03,0.04,0,15,0,0,0.05,1,85,0,0.02,0.01,0.01,0,0.14,0,0,0.1,0,0,0,0.12,0,0,0,0.01,0,0,0,0,0,0,0.22,0,0,0.4,0,0,0,0,0,0,0,3.88
"Otu189",0.1,15,0.57,0.2,0.03,2,0.36,44,0,0.04,0,0.12,0,1,9,0.12,4,0,0,0.17,2,0,0,0.45,0.11,0.34,0.27,0.03,0.01,0.01,0.45,0,0,0,0.01,0.04,0.05,0,0,389,0.04,0.18,4,0,0,0,0.24,0,0.01,0,0,0,0,0,0,0,0,0,0,0.06,0.02,0,0,0.61,0,0,0,0,0,0,0,3.88
"Otu907",0,0,0.01,0,0,0,0,0,0,0,2,0,1,0,0.04,0,0,0,0.02,0.02,0,0,1,0,1,0.04,0,0,0,0.03,0,0.05,0.02,0,0,0,2,0.25,0.93,0.01,3,0,0,0.08,0,1.81,0.02,0,0.01,0,3,0,0,0.01,0,0,0.02,5,0,0,0,0.03,0,0.4,0.19,18,2.86,0.18,0.24,1,0,3.88
"Otu172",9,129,143,17,43,56,46,14,0,0,0.26,11.12,0,0.42,18,15,0.11,0,0,66,143.43,0,0,13.45,0.07,0.49,9.3,10.29,0.85,0.02,7,0.01,0,0,0.3,9,0,0,0,2.32,0.18,0,6,0,0,0,0.01,0,0,0.34,0,0,0,0,0,0,0,0,0,1.05,0.66,0,0,0.63,0,0,0,0,0,0,0,3.88
"Otu170",21,1,12,9.19,11.56,3,1,4,0.24,3,156,2,0.02,0.07,0.26,35.46,0,0.19,21,0.08,1,140,9,0.69,0.51,0.04,38,0.26,11,0.91,3.21,6,0.04,0.16,4.47,1.02,0,0,0.01,0,0,0.02,0.19,0,0,0,0.06,0,0.04,5,0,0.09,0.04,0.17,0.12,0,0,0,0,0.02,0,0,0.02,0.4,0,0,0,0,0,0,0.03,3.88
"Otu37",898,4.49,0.05,1427,51.8,18,68,0,0,0,0,1913,0.01,0,0,0.77,0,0.01,0.04,0.06,14.62,0.07,0.01,0.05,0.1,0,21.6,0.18,6.17,75.7,290,1068,0,0,0.79,14.42,0,0,0.01,0,0,0,0.03,0,0,0,0,0,0,916,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,3.88
"Otu704",0,0,0,0,0,0,0,0,0,0,0.01,0,1,0,0,0,0,0,0.01,0,0,2,0.02,0,0.12,0.01,0,0,0,0.01,0,0.01,0,0,0,0,0,1.13,0.02,0.01,7,0,0,16,0,0.34,0.02,0,0.01,0.02,0.01,0.01,0.01,0,0.26,0.09,0.02,7,0,0,0,6,0.22,0.4,0,7,3.57,0.01,1,3.29,0.01,3.88
"Otu4",1342,1514,1180,3216.77,1186,4024,5124,5114,0.04,39.91,21,3731.96,0,1,4071,1705.79,4354,0.01,0.25,3629,4383,1.54,194.34,5748,6,2805.4,420,2569,2119,2190.33,686.27,0.01,0.03,13.37,3108,2295.15,0.79,1192.01,117.72,6059,4390,4575,5962,10,9.55,3.32,8708,4986,2855,5154,768.35,0.01,0.1,1014.57,0.05,4644,6,0.02,0,2726.29,7372,0,0.03,874.15,0,0.09,0,0,0,0,0.02,3640
"Otu356",29,0.81,1.56,8.52,2,4,2.4,0.06,0,0,11,1,2,0.01,0,0.41,0,0,1.8,1,1,0,28,0.08,0.03,0.03,0.59,0.36,0.02,0.62,13,11,0,0,0.01,0.39,0.04,3,0.02,0.01,5,0,2,0,0,0.04,0.02,0.1,0.01,0,0.01,0.01,0,0.3,0.01,0,0,0,0,0.5,0,0,0,0.58,0,0,0,0,0,0,0,3.88
"Otu123",5,9.03,6,11.9,11,2,4.54,2.38,11,4,17,122.46,1,32,0.02,5,0.54,34,73,15.89,2.76,7,11.06,5,16,9.24,2,0.01,8,82.87,2,5,100.38,1,59,0.38,53,0,2,0.05,0.02,0.02,0.16,0.01,3.67,0.09,0.33,0.04,3,410,0,1.2,39,0.25,0.1,42.39,0,0,61,0.11,0.15,0,5,0.4,0,0.02,0,0,0,0,0.83,3.88
"Otu819",0.22,0.03,0.07,0.16,0.09,0.06,0,0.04,0.59,0.09,6,1,0,0.18,1,0.01,4,2,0.01,0.02,0.01,7,1,0,0,0.02,6,0,0,0.05,0.05,0.1,0.2,5,0,0.02,0.47,0.09,0,0.29,0.06,0.6,0,0.01,5,0.53,1,0.08,0.01,1.4,0,0.74,6,0.01,6,0.24,2,0.02,3.08,0,0.01,4,4,0.4,0,0,0,0,0,0.01,0.52,3.88
"Otu152",22,9.51,195,1,213.87,7,4,15,8,0.06,34,4,6,16.02,1,134.5,12,8,4.9,3,45.13,0.34,57,0.74,57,56,2,10,7,16,8,9,65,0.37,8,54.9,227.59,0.01,4,2.66,0.33,0.08,3,0.08,192.74,0.02,5,0.11,3.11,5.74,0,1,2,2,0.06,0.13,1,0,0,2.16,0.02,0,0,0.6,0,0.03,0,0.04,0,0,0.01,3.88
"Otu208",1.69,0.15,45,5,37,20,0.53,253,0,0,0.35,1,0,0.05,0.05,77,0,0,0,313,21,0,0,0.03,0.22,2.24,120,0.91,0.01,0,0.95,0,0,0,0.02,0.01,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.11,0,0,0,0.4,0,0,0,0,0,0,0,3.88
"Otu605",2.01,4.1,0.06,6.03,11,19,1.63,0.04,0,0,0,11,0,0.01,0.01,0.26,0,0,0,0.24,4,0,21,4,0.08,0,2.94,0.1,0,0.01,7,0.34,0,0,0.02,3.7,0,0,0,0.04,0,0,0.18,0,0,0,0.01,0.04,0.03,0,0,0,0,0.04,0,0,0,0,0,0.41,0.13,0,0,0.4,0,0,0,0,0,0,0,3.88
"Otu34",0,0,0.33,0.13,0.01,0,0,0.02,0.26,0.88,1,0.29,0,0.18,0.04,0,0.23,42,0.01,0,0,43,0.12,0,0,0.01,0,0,0.07,64,0,0,0.12,27.63,0.07,0,0.46,13.61,0.01,0.07,0,49.37,0,0.52,314,0.47,0.04,0.03,0.42,92,0,142,184.26,0,99,204,0.01,0.03,374.89,0,2,0.02,86,0.4,0,0,0,58.89,0,0,2,30.31
"Otu717",1,1,0,0.01,0,0.02,0.05,0.01,0.01,0,0.01,0.01,0,0,0.03,0,0,0.01,0,0.01,0.01,1,0.01,0.08,0,0,0,0,0.03,0.01,0.01,0,0,0.02,0.01,0,0,0.02,1,0.01,1,1,0.01,0.01,0,0.02,0.01,0,0.03,0.03,0.16,0,0.01,0,0.02,3,0,0.09,0,0,0.24,8,0,0.4,0,1,0.2,0,0,0.01,0.01,3.88
"Otu393",0.06,0,8,4,7,0.07,0,2,0.01,0.02,0.04,1.32,0,0.02,0.01,0.01,0.02,0.01,0,0.01,0,0.15,1,0,0.03,0.05,0,0,0.09,1.34,0,0,0.05,0,0.12,0,0,1.14,0.01,4,1,0.04,0,0,22,0.98,0.08,0,0.01,45,0,0.11,6,0.01,0.09,0,0,0,0,0,0.01,0,0.01,0.4,0,0,0,0,0,0,0,3.88
"Otu740",0.02,1,0.06,0.01,3,0.04,0.04,0.02,0,5,2,0,0,0.02,0.09,0,0.04,0,0.03,0.18,0.01,0,0.02,5,0.14,0,0.02,1,0.15,0,0.01,0,0,0.07,3,0.11,0,0,5,2,0,0.03,0.27,0.01,0,0,0.22,0.04,0.05,0.07,0,0.07,0,0.01,0,0,0,0,0,0.3,0.25,0,0,0.4,0,0.03,0,0,0,0,0,3.88
"Otu278",2,0.11,0.25,4,0.33,0.09,0.05,6,15,6.66,8.02,0.24,18,38,6,0.07,3.25,1,2,0.07,0.08,0.1,53,0.11,2,22.13,2,0.14,1,0.03,0,13,7,0.16,3,0.02,0.11,0.07,1.58,0.34,0.04,0.01,1,0,3,0.07,0.09,0,0.02,0.07,0,0.05,16.58,109,0.04,0,0,0,0,0.01,0,0,0,0.56,0.06,0.04,2,0,0,0,0,3.88
"Otu456",0.09,0.17,16,0.08,0.34,2.34,0,1,0,57,0.05,0,0.05,0.6,13,12,0.4,0,0.01,1.12,7,0,0,0.05,0.03,22,1.57,0.05,0.06,0,2,0,0,0.05,0,0,0.05,0,0,0.51,0.01,0,0.01,0,0,0,0.2,0,0,0,0,0.21,0,0,0,0,0,0,0,0.05,0,0,0,0.4,0,0,0,0,0,0,0,3.88
"Otu100",203.2,25.33,18,4,141,2,5.21,37,0.14,2.11,4.47,124,0.14,182,361.36,19.2,71,0.05,0.02,12.92,11,10,169,8,37,13.75,12,28.53,0.37,190,85.74,100.97,1.05,1,124,9,28,0.04,0.02,70,7,5,7,0.01,0.3,0.89,6.63,0.05,250,1080.22,0.96,0.06,3,47,99,0.15,0.01,0.01,0,54,38.38,0.02,0.28,48.77,0,0,0,0,0,0,0.12,3.88
"Otu3",455,1.13,0.51,53.18,55.45,25.72,0.36,28,306,1950.67,92.22,62,13,508,1,15,135,341,22.29,939.03,0.35,1690,0.17,0.33,45.85,232,606,0.1,406,5.82,105,6.63,7.47,2054,74,0.91,2516.13,1834,5,0.08,30.8,804,0.01,684,1163,3079,7,256,7.43,17,88.37,2565.26,1049.03,0,2143,4908.13,333,470,1622,0.03,0.05,1554.15,11,0.4,0,1745,510.12,0.32,5.43,9.38,557,9.55
"Otu185",2,1.23,0.16,0.46,30,0.21,17,0.12,144,21,9.96,10,38.13,22,7,0.02,58,18.45,5.06,0.21,0.16,0.58,0.09,1,1.22,93,47,0.2,0.39,5.27,5.37,26,120,27,0.04,13.51,57,0.11,0,1.54,0.03,0.16,2,0,8,2.83,23.33,0.02,0.02,0,0,22.25,58,0.01,4,0,0,0,0,0.03,0.07,0.01,0.1,0.58,0,0,0,0,0,0,0.01,3.88
"Otu48",10.87,98,4.48,234.89,123,690,5558.85,38.73,0,0,0.24,1.21,0,0.01,5.65,842,0.15,0,0,121,2060,0,0,258,15,0.02,121,15.59,0,0,657.1,0.02,0.04,0,3.37,13.49,0,0,0.02,0.16,0,0.63,18.74,0,0,0,0.02,9.66,0.09,0,0,0,0,0,0,0.1,0,0,0,2212,1183,0,0,837,0,0,0,0,0,0,0,3485.29
"Otu154",9,0,0,82,0.05,0.02,0.05,0,0.16,0,0.04,0.04,4,0.12,0,0,0.04,37,0.01,0,0.01,319,0,0.02,0,67,0.36,0,0.02,0.01,0,0.01,0,0.2,0.01,0,4,0,0.03,0,0,0,0,0,0,0.04,0,0,0,0.07,0,0,0.05,0,0.16,0,0,0,0,0,0,0,0.03,0.4,0,0,0,0,0,0,0.04,3.88
"Otu334",0.27,27,0.01,0,0.03,0.19,0.18,0.11,0.04,0.08,0.05,1,5,0.1,1.34,0.01,0.05,0.12,0,0.23,0.01,10,0,9,2,12,1.8,0.06,0.1,0.28,0.33,6.86,0.59,0.04,0.15,2,0.04,0.63,6.37,1,0.01,3,5.57,0.42,24.79,0,0.01,3,0.24,1.37,0.05,4,13,0,0.64,46.49,0.01,0,0,0.15,1,0,0.01,0.4,0,0,0,0.11,0,0,0.02,39.15
"Otu121",0.2,0,0,0,0.05,0.01,0,0.03,4.46,57,0.1,0,0.26,0.46,0,0.02,0.02,0.02,63,0.01,0,1.01,0.17,0,0.01,8,0.17,0.04,5,0,0,0.03,0.26,155,0.05,0.03,0.39,78,0.07,0,0.1,34.82,0,428,0,0,0.13,26,0.03,0.41,0,31.87,0,0,3,37,0.44,0.18,43.65,0,8,0.01,109,0.4,0,0.56,0.01,0,0,0,0.01,106.52
"Otu357",0.01,4.6,20,0.37,8.86,2,0.81,51.61,20,0.03,32.57,8.41,0.09,0.02,0.26,2,3,0.25,1,1,0.62,0.03,0.03,2,16,0.13,6,6,0.75,0.08,0.56,8,18.29,0.01,3,2,0.25,12,16,0.12,0.54,0,0.54,0.22,5,7,1.15,4.12,0.06,2,0,0.27,6.19,0.28,0.87,0,1,0,0,7.51,3.1,0.47,0.01,0.4,0,0.06,0,0,0,0,0.01,3.88
"Otu893",1,0,0.02,0.02,0.01,0,1,0.03,1,0.09,0.03,0.01,0.13,3,0.08,0,1,0.13,3,0,0.01,0,0.04,0.02,0,0.2,0,0.33,0.03,2,0.01,0.01,0.05,0,0,0,2,0,0,0.03,0.02,0,0.01,0,0,0.03,0.05,0,1,0.21,0,0,0.06,3,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,3.88
"Otu194",0.03,0.02,0.11,0.01,4,0.02,0.02,0.01,0.09,0,5,1,15,0.03,0.56,0.06,0.72,0,13,5,0.16,0.1,0.11,1,0.13,0.12,0.03,0.03,0.06,0.6,0.24,45.94,5,0.71,8,0.19,0.01,0,0.82,0.03,0.03,1.2,0.04,0.01,14.57,0.05,0.04,0.21,0.1,6,34,0.06,5,0,85,0.12,79,0.01,1.76,10,0.07,0.04,2,14.85,0,0,0,0,0,0,0.33,3.88
"Otu86",16,7,250.43,21,43,2,2,15,57,107,14,377.89,7,23,500.45,17.62,10,77,90,464.1,2,8,136.98,12,365.31,284.07,14,5,7,11,4,48,11,258.04,14,26,44,105.56,13,3,26,11,12,66,247.52,1,3,13,11,875.54,4,5,34,50,3,570.14,12,0.1,3.68,13,1,0.69,5,88.51,0,2.96,0.01,0.13,0,0,0.77,14
"Otu231",10,11,7,6,24.24,34,7.65,1.43,5,0,81,3.04,0.13,0.02,0.42,5.18,0.2,0.13,0.02,2,7.22,0,0.23,0.25,0,147,38,0.01,0.02,4,1,0,0.01,0,0.01,0.01,0.44,0,0,0.04,0,0,0.03,0,0,0,0,0,0.14,0.04,0,0,0.01,0,0,0,0,0,0,0.04,0,0,0,0.4,0,0,0,0,0,0,0,3.88
"Otu322",0.03,0.02,0.14,0.03,4,0.03,0,0.04,0,0,0,10,19,0.06,4,0.01,1.01,0,0,0.05,0.01,0.02,0.01,0.09,0,0.02,0.11,7,0.34,1,0.02,1.36,0,0,2,0.26,0.03,0,70,1.05,0.13,0,0,0.01,0,0,0.02,0,0.08,9,64,0,0,13,0,0,0.06,0,0,0.04,0,0,0,0.4,0,0.07,0,0,0,0,0,3.88
"Otu38",13,45,10,69,78,583.63,77,35,10,25,178.7,34.75,195,3,19,2.32,34,14,210.73,819.42,22,1.62,14,27,21,154,59,67,38,12.69,18,34,43,455.59,19,207.84,516.05,102,79,50,38,47,1,92,48,33,12,25,29,15.94,85.24,526.13,16,45,5,1006.65,20.84,8.4,0,52,2,3.9,5.34,21,0,9,3.62,0,49,0,0.01,650.77
"Otu919",0.16,0,6,1,1,0.12,0,0.12,0,0,0.02,1,0,0,0.01,0.01,0.02,0,0,0.01,0,0.01,2,0,0,0.01,0.03,0,0,1,0.01,0.07,0,0,0,0.05,0.02,0.03,0,2,5,1.49,0,0,0.02,0.03,2,0.12,0.22,0.16,0.01,0,0,0.02,0,1,0,0,0,0,1,0,0,0.4,0,0,0,0,0,0,0,8.83
"Otu132",0.64,8.27,11,3,1,5,2.23,11,13.75,22.35,0.67,2.29,134,78,9.32,3,1,0.21,109,25.19,1.01,0,3.69,1,35,55,6,0.38,4,2,0.08,619.49,546,0.02,4.44,9,23.27,4,18.34,3.03,8,0.04,1.13,0.09,2.63,0.05,4,3.61,3.21,11.79,0.01,3,0.56,0,0.2,0.22,0,0,0,0.04,12.21,0,0,0.4,0,0,0,0.09,0,0,0,3.88
"Otu818",2,0.67,1,0.18,8,0.06,1,0.69,0,0.98,0,0.04,0,2,0.9,0.09,1,0.03,0.02,0.13,1,0,0,1,0.06,0.04,0.01,2.96,2,0.05,0.18,0,0,0,10.51,3,0.03,0.04,0,0.27,0.09,0.06,3.82,3,7.21,0.02,2,0.53,0.25,1.28,0,1,0.24,0,0.26,0.12,2,0.01,0,4,6.39,0,0.02,2.58,0,0.05,0,0.04,0,0,0.02,3.88
"Otu688",0.89,5,0,0.08,0.01,0.08,1,0.05,0.5,23.81,0.02,0,0.17,23,16,0.01,1.02,9,1,0.07,0.08,1.76,1,1,0.35,0.01,0.02,0.76,1,0,0.01,0.01,0.06,26,0.1,0.14,0.12,0.04,0.01,2.36,0.02,0.01,0.72,0.02,0,0,0.04,1,0.08,0,0,0,0.01,3,0,0.02,0,0,0,0.03,0.07,0,0,0.4,0.04,0.03,1,0,0,0,0,6
"Otu623",0,0,4.66,0,0,0,0,3,1.11,0,3,0.02,2.86,0.26,0.5,0,5,0,8,0.01,0,0,2.73,0,1,10,0.07,0,0,2,0.01,3,5,0,0.01,0,2.47,0,0.01,0.03,0.01,0,0,0,0.12,0,0.11,0,1,0.21,0,0,2,0.11,0,0,0,0,0,0,0,0,0,0.4,0.09,0.05,4,0,0,0,0,3.88
"Otu268",20,0.25,0.01,29,0.32,5,5,0.06,0,0,0,4.28,0,0,0,0.13,0.01,0,0,0.01,4,0,0,0.79,0,0,19,225,0.91,0,0.11,0,0,0,0.01,0.27,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0.65,0,0,0,0.4,0,0,0,0,0,0,0,3.88
